,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
0,14%,"Marlborough, New Zealand",750 ml,Red, New Zealand,7/1/2021,"
                      Like others from this producer, the Montepulciano is not shy in the alcohol or oak departments, but offers heaps of character and charm to make up for it. Supple cherry and blueberry fruit is woven with violets, tobacco, bay leaf and licorice. Full bodied, the well structured and textured tannins and lifted acidity nicely temper the plush fruit. Drink now–2029 with a plate of antipasti. A nod towards central Italy with Marlborough at its core.                      Christina Pickard ",Secret of Marlborough,Hans Family Estate 2015 Secret of Marlborough Montepulciano (Marlborough),$52,Marlborough,94,,,Not rated yet [Add Your Review],"Montepulciano, Italian Red",2015,Hans Family Estate
1,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Bright aromas of wild berries, forest floor, baking spice and whiffs of eucalyptus and new leather form the nose. Made from native grape Malvasia Nera, it's fresh and savory, doling out juicy Marasca cherry, blackberry, star anise and a hint of aromatic herbs alongside polished tannins and tangy acidity. Drink through 2026.                      Kerin O’Keefe ",Camboi,Castello di Meleto 2018 Camboi Malvasia Nera (Toscana),$40, Tuscany,92,Toscana,,Not rated yet [Add Your Review],"Malvasia Nera, Italian Red",2018,Castello di Meleto
2,13.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      An earthy, refined nose of condensed red cherry, cranberry, violet and truffle starts off this Aglianico sourced from the Piano di Croce vineyard in Barile. There's a real sense of elegance on the palate, where lifted elements of violet and crushed stone bring power and poise to the rich berry fruit. It's an unforced expression that gives a real sense of place. Drink through 2030.                      Alexander Peartree ",Cruà,Basilisco 2016 Cruà  (Aglianico del Vulture Superiore),N/A, Southern Italy,94,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Basilisco
3,14.5%,"Napa Valley, Napa, California, US",750 ml,Red, US,5/1/2021,"
                      Made in tiny amounts from the historic site still farmed by the Tofanelli family, this wine offers plum, blueberry, leather and old-vine complexity—the tannins grippy but elongated and eventually supple. It has fresh, lively acidity that keeps if crisp and inviting throughout.                      Virginie Boone ",Tofanelli Vineyard,Matt Morris 2018 Tofanelli Vineyard Charbono (Napa Valley),$85, California,94, Napa,Napa Valley,Not rated yet [Add Your Review],"Charbono, Italian Red",2018,Matt Morris
4,14.5%,"Napa Valley, Napa, California, US",750 ml,Red, US,5/1/2021,"
                      From grower Peter Heitz and winemaker Françoise Peschon, this rare breed is plummy and rich in dark chocolate. Soft on the palate, it dashes through highlights of dusty sage, cranberry and Christmas spice before finding its foundation of vibrant structure on the finish.                      Virginie Boone ",Shypoke Vineyard,Matt Morris 2018 Shypoke Vineyard Charbono (Napa Valley),$85, California,94, Napa,Napa Valley,Not rated yet [Add Your Review],"Charbono, Italian Red",2018,Matt Morris
5,14.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Rich aromas of truffle, violet, plum and cherry are dense on the nose of this red that spent 12 months in half new and half used oak. There's immense polish and verve to the palate, with silken, seductive tannins wrapping around all the luscious berry fruit. Yet with all that, there's still ample lift from fresh acidity, making this a well-balanced, plush red.                      Alexander Peartree ",Serpara,Re Manfredi 2013 Serpara  (Aglianico del Vulture Superiore),$53, Southern Italy,94,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2013,Re Manfredi
6,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Plush aromas of violet, juniper, cherry and bramble berry burst on the nose. Medium in weight, there's a driven, ample feel to the juicy red-cherry and blackberry flavors, with bits of tar and pressed rose arising on the midpalate. Yet, throughout the whole experience, bouncy berry fruit and zesty crushed mineral tones remain constant. There's structure and poise to this wine that makes it enjoyable to drink now, but it will also hold well through 2028.                      Alexander Peartree ",Titolo,Elena Fucci 2018 Titolo  (Aglianico del Vulture),$58, Southern Italy,93,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2018,Elena Fucci
7,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of condensed red cherry and spiced plum blend with earthy accents of truffle, leather and gravel in this red that sees time in French tonneaux. Sourced from 80-year-old vines, it's a dense, rich expression that shows taut cherry and blackberry flavors peppered with earthy, savory spices. A driving mineral tone gives energy to it all, with polished tannins lending an accessible feel. Drink now–2025.                      Alexander Peartree ",Pian del Moro,Musto Carmelitano 2013 Pian del Moro  (Aglianico del Vulture),$28, Southern Italy,93,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2013,Musto Carmelitano
8,13.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Sourced from a vineyard over sixty years old in the village of Ginestra, this red offers a perfumed nose of cinnamon, clove and brandy-dipped cherries. There polish and poise to the medium-bodied palate, as the juicy mix of berries melds with a zesty crushed mineral core. That mineral note brings immense lift and length to it all. Velvety tannins give it an approachable vibe in the near term, but this should hold well through 2030.                      Alexander Peartree ",Daginestra,Grifalco 2015 Daginestra  (Aglianico del Vulture Superiore),$32, Southern Italy,93,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Grifalco
9,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Enveloping aromas of cherry coulis, pomegranate molasses, anise seed and blood orange carry over to the rich yet deftly balanced palate. There's intense energy to the coiled red-berry flavors, with a mineral zip propelling it along while polished tannins firmly wrap it all up. Drink now–2030.                      Alexander Peartree ",Don Anselmo,Paternoster 2016 Don Anselmo  (Aglianico del Vulture),$70, Southern Italy,93,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Paternoster
10,13.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Sourced from the San Martino cru in the village of Maschito, this is a polished, elegant Aglianico from vines over sixty years old. Aromas of brandy-dipped cherry, rooibos, vanilla and violet perfume the nose and extend to the juicy yet taut palate. There's plushness to the tannins that makes this accessible in the near term, but it should hold well through 2030.                      Alexander Peartree ",Damaschito,Grifalco 2015 Damaschito  (Aglianico del Vulture Superiore),$30, Southern Italy,92,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Grifalco
11,13.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      There's ample richness to the wild-blueberry and red-cherry aromas on the nose, with violet and truffle chiming in. It's polished and plump in feel yet honed by juicy acidity and a mesh of fine tannins. This shows accessibility in spades but also a good amount of drive; drink now through 2025.                      Alexander Peartree ",,Macarico 2017  Aglianico del Vulture,$30, Southern Italy,92,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Macarico
12,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      A delightful mix of crushed rock, red berries, pink peppercorn and violet drive the nose. There's polish to the palate, where coiled red-berry fruit is propelled along an immensely tangy river of crushed stones. It's a stripped back expression of the variety that shows elegance and power in tandem. Drink through 2030.                      Alexander Peartree ",Titolo,Elena Fucci 2016 Titolo  (Aglianico del Vulture),$45, Southern Italy,92,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Elena Fucci
13,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Rich aromas of anise, cola and cigar box combine into the dense brandy-soaked cherry on the nose. It's creamy and full on the palate, with luscious berry fruit wrapped in warm, toasty spices. There's a polish to it all, with racing acidity driving it along. Drink through 2030.                      Alexander Peartree ",Rotondo,Paternoster 2017 Rotondo  (Aglianico del Vulture),$53, Southern Italy,92,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Paternoster
14,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Initially reserved on the nose, with time in the glass this amphora-aged wine opens up to reveal aromas of dark mixed berries, crushed rock, violet and Mediterranean scrub. There's richness to dark fruit on the palate, with a pulsing mineral tone driving throughout. It's coiled and brooding currently, built by a strong framing of tannins that need time to settle. Drink 2023–2033.                      Alexander Peartree ",Titolo by Amphora,Elena Fucci 2017 Titolo by Amphora  (Aglianico del Vulture),$92, Southern Italy,92,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Elena Fucci
15,13.5%,"Basilicata, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of dried cranberry, pomegranate, rose and violet meld with an earthy truffle note on the nose. It's polished and poised on the palate, with a savory crushed-stone element propelling along coiled red-berry flavors. It's a lifted, elegant Aglianico to enjoy now until 2030.                      Alexander Peartree ",Canneto,D'Angelo 2017 Canneto Aglianico (Basilicata),$32, Southern Italy,92,Basilicata,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,D'Angelo
16,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Rich aromas of bacon fat, toasted anise and dark cocoa powder ride on the dense dark-berry fruit on the nose. It's full and creamy on the palate, with concentrated black-cherry and blueberry flavors wrapped in warm, toasty spices. There's immense lift from the driving acidity and a delightful polish from suave tannins. Drink now–2028.                      Alexander Peartree ",Piano del Cerro,Vigneti del Vulture 2016 Piano del Cerro  (Aglianico del Vulture),$34, Southern Italy,92,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Vigneti del Vulture
17,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of spiced bramble berries, violet and slightly singed resinous herbs carry the nose and echo on the palate. Juicy fruit fills it all out, with a slick of granite lending a zesty mineral twang. There's real drive and energy to it all, with cherry skins lingering on the close. Drink through 2030.                      Alexander Peartree ",Titolo,Elena Fucci 2017 Titolo  (Aglianico del Vulture),$45, Southern Italy,92,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Elena Fucci
18,13.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of ripe red cherry and pomegranate meld with violet and crushed rock in this accessible yet well structured Aglianico. There's a gentle creaminess to the palate, with taut berry fruit drawing it out and a fine mesh of tannins reining it in. It's a supple expression of the variety that still show the energy and drive typical of Vulture. Drink now–2028.                      Alexander Peartree ",Fontanelle,Basilisco 2016 Fontanelle  (Aglianico del Vulture Superiore),N/A, Southern Italy,92,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Basilisco
19,13.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      There's an earthy, wild edge on the nose of this wine, showing spicy bramble berries, truffle, violet and crushed pink peppercorn. The palate is silken and velvety in feel, filled out by juicy cherry and blackberry flavors and accented by delightful earthy tones. There's a gentle rustic nature to it all, but pleasingly so.                      Alexander Peartree ",Tecum,D'Angelo 2013 Tecum  (Aglianico del Vulture),$50, Southern Italy,92,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2013,D'Angelo
20,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      This new bottling by Elena Fucci utilizes grapes from a neighboring vineyard of vines over seventy years old that were at risk of going untended. The name Sceg, means pomegranate in Arbëreshë, which is a dialect spoken by Albanians who emigrated to southern Italy centuries ago. Bright aromas of violet, pressed cherries and dried hibiscus are fresh on the nose of the wine. It's rounded and juicy on the palate, yet featherlight in feel. There's a nice balance between the bursting berry fruit and supple tannins, with cherry skins and a light violet tone lingering on the close. It's approachable in its youth and should be enjoyed in the near term.                      Alexander Peartree ",Sceg,Elena Fucci 2018 Sceg  (Aglianico del Vulture),$35, Southern Italy,91,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2018,Elena Fucci
21,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of wild forest berries meld with alpine herbs, violets and nori in this savory red. Aged in stainless steel and cement, it's all about the fruit on the palate. Soft red-berry flavors build on the entry and evolve into bright, popping, juicy fruit tones. Well-honed tannins sidle it all, with a zesty crushed stone element lifting it up. This is a beautiful Aglianico that has nothing to hide.                      Alexander Peartree ",Serra del Prete,Musto Carmelitano 2015 Serra del Prete  (Aglianico del Vulture),$24, Southern Italy,91,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Musto Carmelitano
22,13.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      It's exciting to see this Sicilian grape grown in the warmer reaches of eastern Paso Robles. Aromas of black-plum paste, dried ginger, candied rose, star anise and toasted oak entertain the nose. The palate offers baked boysenberry and dark strawberry as well as more oak spice, all framed by sandy tannins.                      Matt Kettmann ",,Broken Earth 2019 Nero d'Avola (Paso Robles),$29, California,91, Central Coast,Paso Robles,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2019,Broken Earth
23,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of cinnamon, anise and rooibos meld with the wild-cherry and raspberry core in this red. The medium-bodied palate is soft in flavors of baked raspberry and cherry, accented by gentle warm spices. There's good balance to it all, with polished tannins and fresh acidity lending support, but it should be enjoyed in the near term.                      Alexander Peartree ",La Firma,Cantine del Notaio 2013 La Firma  (Aglianico del Vulture),$59, Southern Italy,91,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2013,Cantine del Notaio
24,14.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Perfumed aromas of violet, tilled earth and blood orange meet a rich red-cherry core on the nose. There's polish and poise on the palate, with a zesty mineral tone pushing along. Smoothed tannins are enveloped in the fruit, making this accessible in the near term. Drink now through 2028.                      Alexander Peartree ",Donpà,Regio Cantina 2017 Donpà  (Aglianico del Vulture),$30, Southern Italy,91,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Regio Cantina
25,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Violet, walnut skin, pomegranate and red cherry meet a brisk pink-peppercorn note on the vibrant nose. This is smoothed and polished on the palate, with a tangy, driven line of crushed minerals pushing it along. Coiled red fruit jumps throughout, with crushed stones lingering on the close. There's suppleness to the fruit but immense drive, indicating this will hold well for some time. Drink now until 2026.                      Alexander Peartree ",Macarì,Macarico 2018 Macarì  (Aglianico del Vulture),$25, Southern Italy,91,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2018,Macarico
26,13.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      There's a wild, earthy edge to the nose of this single-vineyard wine, with aromas of forest berries, violet, truffle and a slight hint of barnyard. There's drive and poise to the palate, where cherry and blackberry flavors are wrapped in earth and floral accents. There's an accessibility to the tannins that makes this enjoyable now, but it should hold well through 2028.                      Alexander Peartree ",Casselle,D'Angelo 2015 Casselle  (Aglianico del Vulture),$45, Southern Italy,91,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,D'Angelo
27,14.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      An aroma of brandy-soaked blueberries mixes with violet and truffle on the rich nose. It's rather full in feel on the palate, with polished, rounded tannins propping up rich dark-fruit flavors. Pulsing acidity and a stony core add to the energetic vibe, making this a wine to enjoy with some age on it. Drink from 2022–2030.                      Alexander Peartree ",Teodosio,Basilisco 2017 Teodosio  (Aglianico del Vulture),$22, Southern Italy,91,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Basilisco
28,14.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Rich, enveloping aromas of coconut, dark chocolate, leather and mint start off this Aglianico. It's full in feel on the palate, with copious warm spices wrapped around the dense dark-berry and plum core. There's good polish to the tannins and plenty of fresh acidity to lend balance.                      Alexander Peartree ",Carato Venusio,Cantina di Venosa 2013 Carato Venusio  (Aglianico del Vulture Superiore),$55, Southern Italy,91,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2013,Cantina di Venosa
29,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Rich aromas of cocoa powder and carob ride over the dense dark-berry core on the nose. Wild-berry flavors are wrapped in cinnamon and clove accents on the palate, with integrated tannins and fresh acidity lending support. It's accessible now and should hold well through 2025.                      Alexander Peartree ",Il Repertorio,Cantine del Notaio 2015 Il Repertorio  (Aglianico del Vulture),$30, Southern Italy,90,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Cantine del Notaio
30,14.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of brandy-dipped cherries, tobacco and warm spices are forward on the nose. There's polish and drive to the medium-bodied palate, with pulsing acidity pushing along flavors of tart cherry wrapped in toasty spices. It ends on a sweet oak tone, but pleasingly so, with the rich fruit anchoring it all.                      Alexander Peartree ",Gesualdo da Venosa,Cantina di Venosa 2017 Gesualdo da Venosa  (Aglianico del Vulture),$29, Southern Italy,90,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Cantina di Venosa
31,13.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Well concentrated aromas of black raspberry, pomegranate, violet and freshly turned earth carry the nose of this rustic red. It's light in profile, with zesty berry flavors wrapped in mildly gritty tannins. There's charm to be had among the delightful mix of juicy fruit and earthy tones. Enjoy at the dinner table alongside lamb or venison.                      Alexander Peartree ",,D'Angelo 2017  Aglianico del Vulture,$20, Southern Italy,90,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,D'Angelo
32,13%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Cohesive aromas of mixed berries, anise seed, cigar box and mentholated herb drive the nose. Concentrated blueberry and dark-cherry flavors are pushed along by pulsing acidity and tangy crushed granite. There's a grip to the slightly grainy tannins, but it's nothing a protein couldn't temper. Enjoy with food and this wine will sing.                      Alexander Peartree ",,Grifalco 2017  Aglianico del Vulture,$20, Southern Italy,90,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Grifalco
33,13.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Raspy aromas of blackberry and cherry meld with crushed alpine herbs and mentholated tobacco on the nose. There's grip and gusto to the palate, where taut berry flavors are pushed along by bright acidity. Tense tannins ground it all and need some time to settle. Drink from 2022.                      Alexander Peartree ",,Re Manfredi 2015  Aglianico del Vulture,$35, Southern Italy,90,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Re Manfredi
34,13.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Bright, bouncy aromas of wild cherry and blueberry meld with a mentholated edge on the nose. The palate is driven by juicy acidity, with tannins taking the back seat. There's good grip, energy and length, but ultimately this can be enjoyed in the near term. Drink now through 2025.                      Alexander Peartree ",,Macarico 2018  Aglianico del Vulture,$30, Southern Italy,90,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2018,Macarico
35,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      There's good concentration to the aromas of bramble berry, wild cherry, violet and hibiscus on the nose, offering an enticing mix of fruit and earth elements. The medium-bodied palate is juicy in tart cherry and blackberry flavors, with pretty floral accents on the sides. The tannins are resolved yet supportive while bright acidity and a tangy mineral note push everything along.                      Alexander Peartree ",Balì,Cantina di Venosa 2018 Balì  (Aglianico del Vulture),$14, Southern Italy,89,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2018,Cantina di Venosa
36,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Ripe red cherry, anise, tobacco and sweet sawdust aromas carry the nose. There's a supple, easygoing feel to the palate, with juicy, rounded cherry and raspberry flavors wrapped in mildly gripping tannins.                      Alexander Peartree ",Macarì,Macarico 2019 Macarì  (Aglianico del Vulture),$25, Southern Italy,89,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2019,Macarico
37,13.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of baked plum and bramble berry mix with iodine, brown sugar and straw in this red. There's an austerity to the palate, with an earthy rooibos tone throughout and juicy black fruit arising on the midpalate. Copious fine-grained tannins ride in the background, giving a slight crunch to the feel.                      Alexander Peartree ",Fiordimarna,Basilisco 2015 Fiordimarna  (Aglianico del Vulture Superiore),N/A, Southern Italy,89,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Basilisco
38,13.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Feint aromas of blackberry and cherry meld with a hint of rubber on the nose. It's rounded and plush in feel on the palate, filled out by juicy dark-berry flavors. There's a slight grit to the tannins, but they still play well with the fruit, making this a lively, crunchy red.                      Alexander Peartree ",,Basilisco 2013  Aglianico del Vulture Superiore,$61, Southern Italy,89,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2013,Basilisco
39,14.5%,"Aglianico del Vulture Superiore, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      A delicate nose of geranium, warm spice, red berries and tilled earth starts off this red. It's plush in feel on the palate, with soft berry flavors wrapped in accents of anise and clove. Integrated tannins lend a rounded vibe, with just enough acidity to keep it fresh. Drink in the near term.                      Alexander Peartree ",Campo Melograno Riserva,Regio Cantina 2015 Campo Melograno Riserva  (Aglianico del Vulture Superiore),$48, Southern Italy,88,Aglianico del Vulture Superiore,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Regio Cantina
40,13%,"Basilicata, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of red cherry, hibiscus, violet and tilled earth show nicely on the nose. It's deft on the palate, offering flavors of tart red cherry and blackberry lifted by a zesty mineral core. The tannins are soft yet supportive, with juicy acidity driving it all. This is a tasty, youthful Aglianico that should be enjoyed in the near term.                      Alexander Peartree ",Sacravite,D'Angelo 2018 Sacravite Aglianico (Basilicata),$16, Southern Italy,88,Basilicata,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2018,D'Angelo
41,13%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Lifted aromas of red cherry, sun-baked earth and dried cranberry are straightforward yet delightful on the nose. There's polish to the rather light-bodied palate, where tart red-berry fruit pulses along. Tart acidity is the driver here, with a fine mesh of tannins riding in the background. This is an accessible entry-level Aglianico.                      Alexander Peartree ",Synthesi,Paternoster 2017 Synthesi  (Aglianico del Vulture),$22, Southern Italy,88,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Paternoster
42,14%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Aromas of tar, pressed rose, rubber and blueberry carry to the medium-bodied palate, where accents of anise and cinnamon chime in. The fruit and tannins are slightly viscous but bright acidity does well to lift it all up.                      Alexander Peartree ",Terre di Orazio,Cantina di Venosa 2018 Terre di Orazio  (Aglianico del Vulture),$18, Southern Italy,88,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2018,Cantina di Venosa
43,13%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      Mildly expressive tones of black cherry, iodine and charred herbs carry this medium-bodied red. Pulsing acidity pushes it along, with cinched tannins clipping the fruit on the finish. It's overall a brisk expression of the variety.                      Alexander Peartree ",Gricos,Grifalco 2017 Gricos  (Aglianico del Vulture),$15, Southern Italy,87,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Grifalco
44,13.5%,"Aglianico del Vulture, Southern Italy, Italy",750 ml,Red, Italy,5/1/2021,"
                      A bit closed on the nose, this reveals notes of cocoa, potpourri and wet cement with some time in the glass. There's nice roundness to the medium-bodied palate, with tart red and black berries never relenting. The acidity is pulsing and veers sour, with a mildly green oak tone arising on the finish.                      Alexander Peartree ",Pipoli,Vigneti del Vulture 2018 Pipoli  (Aglianico del Vulture),$16, Southern Italy,86,Aglianico del Vulture,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2018,Vigneti del Vulture
45,13.5%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red, US,4/1/2021,"
                      Grown from a grape native to the family's Italian hometown, this darkly colored wine begins with surprisingly subtle aromas of boysenberry, black plum and spice cake. Sandy tannins frame the dark-plum and sandalwood flavors, which are dissected by a mineral streak of rust and blood. The elegance will only shine with time. Drink now–2033.                      Matt Kettmann ",Regan Vineyards,Bargetto 2018 Regan Vineyards Dolcetto (Santa Cruz Mountains),$35, California,92, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2018,Bargetto
46,11.5%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of just-pressed grapes, white rose and orange rind form the nose. On the elegantly foaming, tangy palate, crisp acidity lifts juicy strawberry, tart red cherry and hints of baking spice.                      Kerin O’Keefe ",Metodo Classico Elettra Brut Rosé,Villa di Corlo NV Metodo Classico Elettra Brut Rosé  (Lambrusco di Sorbara),$22, Central Italy,92,Lambrusco di Sorbara,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",,Villa di Corlo
47,14%,"Jahant, Central Valley, California, US",750 ml,Red, US,4/1/2021,"
                      A superdark color and rich black-fig and blackberry aromas carry the nose. Broad, ripe blackberry and blueberry flavors are blanketed by light tannins that help balance out the jammy richness. It's a big, fun, enjoyable wine.                      Jim Gordon ",Jahant Woods 02 Vineyard,LangeTwins 2017 Jahant Woods 02 Vineyard Teroldego (Jahant),$32, California,92, Central Valley,Jahant,Not rated yet [Add Your Review],"Teroldego, Italian Red",2017,LangeTwins
48,14%,"Jahant, Central Valley, California, US",750 ml,Red, US,4/1/2021,"
                      Aspects of flint and iron inflect the aromas and flavors of this full-bodied, smoky and savory wine. Hardly a fruit-bomb, the medium-bodied palate has a nervy, slightly tannic texture and an adventurous set of flavors.                      Jim Gordon ",Redtail Vineyard,LangeTwins 2018 Redtail Vineyard Nero d'Avola (Jahant),$32, California,90, Central Valley,Jahant,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2018,LangeTwins
49,14.8%,"Alexander Valley, Sonoma, California, US",750 ml,Red, US,4/1/2021,"
                      Soft and supple in rustic blueberry, cranberry and cherry, this is a big, bold wine with considerable tannins that integrate with ease. Toasted oak notes carry it through a long finish of leathery baking spice and cocoa powder.                      Virginie Boone ",Old Orchard Estate,Trentadue 2017 Old Orchard Estate Montepulciano (Alexander Valley),$34, California,90, Sonoma,Alexander Valley,Not rated yet [Add Your Review],"Montepulciano, Italian Red",2017,Trentadue
