,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
0,21%,"South Australia, South Australia, Australia",750 ml,Port/Sherry, Australia,7/1/2021,"
                      Seppeltsfield's Centennial wines have been released annually for past 140 years and are believed to be the only single-vintage wines with such unbroken lineage on the planet. While the full composition is unknown, this now 101-year-old wine is composed primarily of Shiraz and Grenache and fortified with grape spirit. Resembling molasses in both color and texture, it is deeply evocative—a bottomless well of aroma and flavor that goes on and on: first chocolate, dates and praline, then baking spice and coffee beans, then tree sap, forest floor and the dusty spine of an old book. Intensely concentrated yet extraordinarily fresh, it is like drinking the essence of the past, a time in Australia just after WWI when hope was in the air. This is an exceptionally rare beauty that will outlive all of us.                      Christina Pickard ",100-Year Vintage Para Tawny,Seppeltsfield 1920 100-Year Vintage Para Tawny Red (South Australia),$1000, South Australia,100,South Australia,,Not rated yet [Add Your Review],"Red Blends, Red Blends",1920,Seppeltsfield
1,13.5%,"Bolgheri Sassicaia, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      All about radiance and finesse, this iconic Tuscan red has beguiling aromas of cedar, wild red berry, menthol and pipe tobacco that mingle with fragrant blue flowers. Made with 85% Cabernet Sauvignon and 15% Cabernet Franc, the focused, elegantly structured palate is vibrant and savory, delivering cassis, orange zest, licorice and a hint of coffee framed in taut, polished tannins. Bright acidity keeps it energized and balanced. Drink through 2033.                      Kerin O’Keefe ",Sassicaia,Tenuta San Guido 2018 Sassicaia  (Bolgheri Sassicaia),$255, Tuscany,98,Bolgheri Sassicaia,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Tenuta San Guido
2,14%,"South Australia, Australia",750 ml,Red, Australia,7/1/2021,"
                      This is a blend of 74% Coonawarra Cabernet Sauvignon and 26% Barossa Shiraz. It's a sleek and polished yet approachable red that screams luxury. Waves of cherry, plum, licorice, graphite, savory spices and herbs are ensconced in a subtle yet present layer of oak and wound in ultrafine tannins. Drink 2023–2040.                      Christina Pickard ",The Caley,Yalumba 2015 The Caley Cabernet Sauvignon-Shiraz,$350,South Australia,97,,,Not rated yet [Add Your Review],"Cabernet Sauvignon-Shiraz, Red Blends",2015,Yalumba
3,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Aromas of cassis, menthol, blue flower and pipe tobacco shape the nose on this gorgeous red. A blend of Sangiovese, Cabernet Sauvignon and Cabernet Franc, the delicious, elegantly structured palate delivers dried black cherry, ripe blackberry, licorice and vanilla framed in taut, fine-grained tannins. Drink 2023–2029.                      Kerin O’Keefe ",Tignanello,Marchesi Antinori 2017 Tignanello Red (Toscana),$135, Tuscany,97,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Marchesi Antinori
4,15.5%,"Templeton Gap District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Almost opaque in the glass, this hearty blend of 46% Tempranillo, 29% Malbec, 20% Petite Sirah and 5% Zinfandel begins with a burly nose of beef slathered in blueberry compote. The brawny qualities excel on the palate as well, which is full of rugged, leathery game, charred berry and dried mushroom flavors.                      Matt Kettmann ",Praetorian,ONX 2018 Praetorian Red (Templeton Gap District),$48, California,96, Central Coast,Templeton Gap District,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,ONX
5,14.5%,"Bolgheri Superiore, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Savory and enveloping, this red has aromas of woodland berry, Mediterranean scrub and menthol. The delicious, full-bodied palate doles out juicy black cherry, ripe blackberry and star anise before an espresso finish. Polished, velvety tannins lend finesse. Drink through 2029.                      Kerin O’Keefe ",,Guado al Tasso 2017  Bolgheri Superiore,$130, Tuscany,96,Bolgheri Superiore,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Guado al Tasso
6,15.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      New leather, camphor and cassis aromas emerge on this blend of 59% Cabernet Franc and 41% Merlot, along with whiffs of sweet pipe tobacco. Showing muscle but also surprising finesse, the delicious, full-bodied palate delivers ripe blackberry, Marasca cherry, licorice and grilled herbs alongside tightly knit, fine-grained tannins that envelope the rich flavors. While you might notice the warmth of alcohol on the close, you'd never guess the abv was 15.5%.                      Kerin O’Keefe ",,Tenuta di Trinoro 2018 Red (Toscana),$250, Tuscany,96,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Tenuta di Trinoro
7,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Made with 72% Cabernet Sauvignon, 20% Sangiovese and 8% Cabernet Franc, this has aromas of black currant, menthol, Mediterranean herbs and spice. The palate offers dried black cherry, star anise, tobacco and toasted almond framed in tightly wound, close-grained tannins that produce a firm finish. This is already generous, but give the tannins a few years to unwind. Drink 2023–2029.                      Kerin O’Keefe ",Solaia,Marchesi Antinori 2017 Solaia Red (Toscana),$330, Tuscany,96,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Marchesi Antinori
8,20.9%,"South Australia, South Australia, Australia",750 ml,Port/Sherry, Australia,7/1/2021,"
                      With over two decades under its belt, this Tawny fortified defies its age. It's radiant burnt orange in hue, with an equally sunny disposition. High-toned aromas of candied citrus, flan, roasted nuts and a damp woodsy underbelly lead to a mouthfeel that's rich but not unctuous, sweet but not cloying. There's some heat from the alcohol but a wealth of primary citrus flavors that hint at many more years to come. A delicious tribute to Australia's most traditional winemaking style from one of its oldest wineries.                      Christina Pickard ",Vintage Para Tawny,Seppeltsfield 1999 Vintage Para Tawny Red (South Australia),$90, South Australia,96,South Australia,,Not rated yet [Add Your Review],"Red Blends, Red Blends",1999,Seppeltsfield
9,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Made with Cabernet Franc, Merlot, Cabernet Sauvignon and Petit Verdot, this has intense aromas of cassis, camphor, leather and dark spice. It's smooth and savory, doling out ripe blackberry, juicy black currant, licorice and tobacco accompanied by polished tannins.                      Kerin O’Keefe ",Il Pino di Biserno,Tenuta di Biserno 2018 Il Pino di Biserno Red (Toscana),$70, Tuscany,95,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Tenuta di Biserno
10,15.2%,"Paso Robles Willow Creek District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Edgar Torres manages to craft blends that both hit those Paso Robles rich marks yet exhibit zesty freshness as well. This blend of 54% Garnacha, 23% Carignan and 23% Tempranillo begins with aromas of crisp black raspberry, caramel and pepper dust on the nose, while the palate adds bright purple flowers and a stony minerality to the mix.                      Matt Kettmann ",Tarragona Paper Street Vineyard,Bodega de Edgar 2018 Tarragona Paper Street Vineyard Red (Paso Robles Willow Creek District),$58, California,95, Central Coast,Paso Robles Willow Creek District,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Bodega de Edgar
11,13.5%,"Sizzano, Piedmont, Italy",750 ml,Red, Italy,7/1/2021,"
                      Fragrant, delicious and loaded with finesse, this radiant red from Alto Piemonte has enticing aromas of woodland red berries, baking spice, rose and wild herbs. Focused and vibrant, the lithe palate has a pristine quality, featuring juicy red cherry, blood orange, white pepper and a note of star anise framed in lithe tannins. Bright acidity keeps it energized. Drink through 2025.                      Kerin O’Keefe ",,Villa Guelpa 2018 Red (Sizzano),$50, Piedmont,95,Sizzano,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Villa Guelpa
12,13.4%,"Mendocino Ridge, Mendocino County, California, US",750 ml,Red, US,7/1/2021,"
                      This quietly impressive wine wraps superfine tannins around deep, haunting flavors that range from ginger-spice cookies to cooked blueberries, new leather and dark chocolate. It's big in terms of flavor impact, but the wine itself is just medium to full bodied, and offers a silky, polished texture that's hard to resist. Best from 2024.                      Jim Gordon ",The Field Blend,Drew 2018 The Field Blend Red (Mendocino Ridge),$32, California,95, Mendocino County,Mendocino Ridge,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Drew
13,13.5%,"Bandol, Provence, France",750 ml,Red, France,7/1/2021,"
                      Vines from La Brûlade, the highest point in Bandol at 1,200 feet, make this rich and dense wine. Perfumed and still packed with dark tannins to nourish the juicy black fruits, it is structured and concentrated. Drink from 2024. Organic.                      Roger Voss ",La Brûlade,Domaine de la Bégude 2018 La Brûlade Red (Bandol),$105, Provence,95,Bandol,,Not rated yet [Add Your Review],"Provence red blend, Red Blends",2018,Domaine de la Bégude
14,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      This enticing red offers alluring aromas of fragrant purple flowers, dark-skinned berries and crushed mint. The elegantly structured palate doles out succulent blackberry, orange zest, licorice and saline notes set against taut, refined tannins. It's nicely balanced by fresh acidity. Drink 2022–2029.                      Kerin O’Keefe ",Guidalberto,Tenuta San Guido 2019 Guidalberto Red (Toscana),$70, Tuscany,95,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2019,Tenuta San Guido
15,14.6%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Falcone only produces 75 cases of this nonvintage, solera-style blend of Petite Sirah, Syrah and Cabernet Sauvignon each year. Lush and luxurious aromas of black-cherry cream, vanilla and caramel entice the nose, while the palate's creamy texture and rich flavors are balanced by ample acidity and a violet lift. It's a special sip every time.                      Matt Kettmann ",Annate XI,Falcone NV Annate XI Red (Paso Robles),$65, California,95, Central Coast,Paso Robles,Not rated yet [Add Your Review],"Red Blends, Red Blends",,Falcone
16,14.5%,"Barossa, South Australia, Australia",750 ml,Red, Australia,7/1/2021,"
                      The latest release of this wine honors the company's chief winemaker of 30 years, Louisa Rose. This is a lucid, multilayered wine that shows notes of dark cherry, currant, chocolate, mint, bay and peppery spices smudged with graphite. The palate is big and rich but tempered by fine, chalky tannins, with a tang to the fruit and an underbelly of roast meat. Drink 2022–2036.                      Christina Pickard ",The Signature,Yalumba 2016 The Signature Cabernet Sauvignon-Shiraz (Barossa),$70, South Australia,94,Barossa,,Not rated yet [Add Your Review],"Cabernet Sauvignon-Shiraz, Red Blends",2016,Yalumba
17,15.4%,"Templeton Gap District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Very dark in the glass, this blend of 67% Syrah, 31% Petite Sirah and 2% Zinfandel shows iodine and lamb aromas on the nose alongside charred black currant and hickory smoke. Those gamy, roasted qualities swirl throughout the sip, where firm acidity and a pinch of herbs complete the experience.                      Matt Kettmann ",Reckoning,ONX 2018 Reckoning Red (Templeton Gap District),$58, California,94, Central Coast,Templeton Gap District,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,ONX
18,15.6%,"California, California Other, California, US",750 ml,Red, US,7/1/2021,"
                      Nearly opaque in the glass, this blend of 47% Cabernet Sauvignon, 43% Petit Verdot and 10% Syrah entices the nose with rich yet somehow reserved aromas of violet, caramel and charred berry. It's thick and dense on the palate, with lavish tannins that are creamy and tense, framing elderberry, dark-cocoa, espresso-bean and floral flavors. Drink now through 2030.                      Matt Kettmann ",Bolt Cutter,Herman Story 2018 Bolt Cutter Red (California),$52, California,94, California Other,California,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Herman Story
19,15.8%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Extremely dark in the glass, this proprietary blend offers black currant, violet pastis, elderberry jam and cola on the nose. Lavish tannins massage the palate, where lush tones of violet and lavender meet with bay-leaf, wild-herb and heavier cassis and charred meat flavors.                      Matt Kettmann ",Cryptology,Cloak & Dagger 2018 Cryptology Red (Paso Robles),$49, California,94, Central Coast,Paso Robles,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Cloak & Dagger
20,14.5%,"Barossa, South Australia, Australia",750 ml,Red, Australia,7/1/2021,"
                      This blend of old-vine Shiraz, Cabernet Sauvignon, Merlot and Cabernet Franc is open and fragrant yet powerful and dense right from the get go. Concentrated damson plum and black currant are backed by notes of dark chocolate, licorice, eucalyptus and tomato leaf, with a sanguine nuance. The tannins are powerful and drying but hold the silky fruit neatly in place. Drink 2023–2035.                      Christina Pickard ",Keyneton Euphonium,Henschke 2016 Keyneton Euphonium Red (Barossa),$72, South Australia,94,Barossa,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2016,Henschke
21,14.5%,"Coteaux d'Aix-en-Provence, Provence, France",750 ml,Red, France,7/1/2021,"
                      A blend from three parcels of vines planted within sight of the Lubéron mountains, this wine is structured, powerful and firm. It is dry at the core, circled by dark plum, toast and ripe tannins. The wine needs to age further, so drink from 2023.                      Roger Voss ",Terre des Anges,Château Paradis 2017 Terre des Anges Red (Coteaux d'Aix-en-Provence),$42, Provence,93,Coteaux d'Aix-en-Provence,,Not rated yet [Add Your Review],"Provence red blend, Red Blends",2017,Château Paradis
22,15.1%,"Paso Robles Willow Creek District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      The dark-berry aromas on this blend of 44% Cabernet Sauvignon, 42% Syrah and 14% Petit Verdot quickly slide into savory pastrami and roast beef scents. There is firm tension to the palate, where star anise and vanilla coat the black-plum and cassis flavors.                      Matt Kettmann ",Sawbones,Jada Vineyard & Winery 2017 Sawbones Red (Paso Robles Willow Creek District),$85, California,93, Central Coast,Paso Robles Willow Creek District,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Jada Vineyard & Winery
23,15.5%,"Paso Robles Willow Creek District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Ripe aromas of stewed blackberry, mulberry and fig meet with loamy earth, iron and nutmeg on the nose of this Priorat-inspired blend of 75% Carignan, 12% Garnacha, 7% Cabernet Sauvignon and 6% Syrah. There is tension and freshness to the sip, where smashed boysenberry flavors are sprinkled with cardamom spice.                      Matt Kettmann ",Priorato Paper Street Vineyard,Bodega de Edgar 2018 Priorato Paper Street Vineyard Red (Paso Robles Willow Creek District),$58, California,93, Central Coast,Paso Robles Willow Creek District,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Bodega de Edgar
24,15%,"Shenandoah Valley (CA), Sierra Foothills, California, US",750 ml,Red, US,7/1/2021,"
                      Syrah and its relative Petite Sirah make a delicious and well-behaved blend here. Exceptional ripeness and well-concentrated fruitiness mark this wine as something special. A deep color, dense blackberry and boysenberry flavors and moderate tannins all come together on a high level.                      Jim Gordon ",Duality,M2 2017 Duality Red (Shenandoah Valley (CA)),$35, California,93, Sierra Foothills,Shenandoah Valley (CA),Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,M2
25,15.3%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Nearly black as night in the glass, this blend is ripe and rich on the nose, offering cassis, caramelized blackberry, cola, cocoa and mincemeat-pie aromas. A firm tannic structure manages to hold together the hefty palate, loaded with ripe blueberry and more baking spice. It's balanced right on the ledge for now.                      Matt Kettmann ","Power, Corruption & Lies","Bushong 2018 Power, Corruption & Lies Red (Paso Robles)",$43, California,93, Central Coast,Paso Robles,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Bushong
26,13.5%,"Vin de France, France Other, France",750 ml,Red, France,7/1/2021,"
                      This is an unusual blend of 95% Petit Verdot with 5% Grenache. Aged in egg-shaped clay amphorae, it is ripe, with a dense texture that gives weight and open berry flavors. Drink this mature wine now. Organic and biodynamic.                      Roger Voss ",Sine Nomine,Domaine de Lauzières 2012 Sine Nomine Red (Vin de France),$65, France Other,93,Vin de France,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2012,Domaine de Lauzières
27,15.2%,"Paso Robles Willow Creek District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Hearty aromas of baked plum and boysenberry are laced with star anise and clove on the nose of this unique blend of 80% Mourvèdre and 20% Cabernet Sauvignon. It lands with force on the palate, offering rich and ripe purple fruit and barrel spices, from nutmeg to clove to oak, with tannins that stand firm on the finish.                      Matt Kettmann ",La Milla Paper Street Vineyard,Bodega de Edgar 2018 La Milla Paper Street Vineyard Red (Paso Robles Willow Creek District),$58, California,93, Central Coast,Paso Robles Willow Creek District,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Bodega de Edgar
28,14.5%,"Madiran, Southwest France, France",750 ml,Red, France,7/1/2021,"
                      The smooth, rich and smoky texture of this massive wine brings out layers of black-plum fruits and tight acidity that adds juiciness. The wine's power is palpable, dense and set for much more aging. Drink from 2024.                      Roger Voss ",Vignobles Marie Maria Grèvière,Plaimont 2018 Vignobles Marie Maria Grèvière  (Madiran),$36, Southwest France,93,Madiran,,Not rated yet [Add Your Review],"Tannat-Cabernet Sauvignon, Red Blends",2018,Plaimont
29,14.5%,"San Luis Obispo County, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      This nod to the classic Australian Cab-Syrah blend hits the savory-fruity combination well. Aromas of thyme, white pepper, sage flowers and lavender meet with smashed plums and berries on the nose. The palate is lively with sharp pepper and bay leaf, set against the boysenberry core.                      Matt Kettmann ",Akubra,Biddle Ranch 2017 Akubra Syrah-Cabernet Sauvignon (San Luis Obispo County),$60, California,93, Central Coast,San Luis Obispo County,Not rated yet [Add Your Review],"Syrah-Cabernet Sauvignon, Red Blends",2017,Biddle Ranch
30,14.5%,"Bolgheri Superiore, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Made with 60% Cabernet Sauvignon, 22% Cabernet Franc and 18% Merlot, this has aromas of cassis, French oak, leather and a whiff of bell pepper that waft out of the glass. Elegantly structured, the bright, linear palate offers black-skinned berries, licorice and coffee bean set against taut, fine-grained tannins.                      Kerin O’Keefe ",,Guado al Tasso 2018  Bolgheri Superiore,$135, Tuscany,93,Bolgheri Superiore,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Guado al Tasso
31,14.8%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,7/1/2021,"
                      Intricate baking-spice aromas meet vivid black-cherry and black-pepper flavors in this full-bodied and moderately tannic blend based on Petite Sirah and Cinsault. Cinnamon, ginger and nutmeg add complexity to the focused, layered fruit notes. Best through 2025.                      Jim Gordon ",Jacks Are Wild,Starfield 2018 Jacks Are Wild Red (El Dorado),$42, California,93, Sierra Foothills,El Dorado,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Starfield
32,13.9%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      This deep and concentrated wine from a consistent Livermore estate layers wonderful black-cherry, dark-chocolate, graphite and tobacco flavors on a full body braced by moderate, velvety tannins. Tempting to drink now but best after 2023.                      Jim Gordon ",Estate Meritage,Las Positas 2016 Estate Meritage Red (Livermore Valley),$72, California,93, Central Coast,Livermore Valley,Not rated yet [Add Your Review],"Red Blends, Red Blends",2016,Las Positas
33,14.5%,"Saint-Mont, Southwest France, France",750 ml,Red, France,7/1/2021,"
                      The vineyard of the ancient monastery of Saint-Mont, now a luxury hotel, has produced this dense wine. With rich Tannat aided by Pinenc and Cabernet Sauvignon, the wine has richness and concentration. It is powerful and worth aging further. Drink from 2023.                      Roger Voss ",Monastère de Saint-Mont,Plaimont 2018 Monastère de Saint-Mont  (Saint-Mont),$45, Southwest France,93,Saint-Mont,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Plaimont
34,15.6%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Polished aromas of dark yet savory fruits feature dried fig, black olive, scorched berry, black pepper and cocoa on the umami-laden nose of this blend of 74% Cabernet Sauvignon, 20% Syrah and 6% Graciano. The cured meat aspect comes through on the palate, where charred fruit and a hint of lilac flavor come through on the midpalate. Grippy tannins ensure a long evolution. Drink now through 2033.                      Matt Kettmann ",,Orion 2018 Red (Paso Robles),$65, California,92, Central Coast,Paso Robles,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Orion
35,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Made with 40% Cabernet Sauvignon, 40% Petit Verdot and 20% Cabernet Franc, this opens with heady aromas of ripe black-skinned berries, cedar and scorched earth. The concentrated, full-bodied palate offers dried black cherry, clove, mocha and tobacco alongside fine-grained tannins. Enjoy through 2027.                      Kerin O’Keefe ",Ilatraia,Brancaia 2017 Ilatraia Red (Toscana),$65, Tuscany,92,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Brancaia
36,14%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Made with 55% Cabernet Sauvignon and 45% Sangiovese, this has enticing aromas of cassis, black tea, violet and wild herbs. Savory and elegantly structured, the medium-bodied palate shows ripe blackberry, star anise and a hint of coffee bean framed in lithe, polished tannins. Fresh acidity keeps it balanced. Drink through 2025.                      Kerin O’Keefe ",Le Difese,Tenuta San Guido 2019 Le Difese Red (Toscana),$40, Tuscany,92,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2019,Tenuta San Guido
37,15.8%,"California, California Other, California, US",750 ml,Red, US,7/1/2021,"
                      A basket full of black-fruit and dried fruit flavors gives this full-bodied wine amazing breadth and richness, from black cherries to dried black figs and dark chocolate. Soft tannins and a mouthfilling texture keep it gentle on the palate despite much richness.                      Jim Gordon ",Black Tie Charlie,Prospect 772 2018 Black Tie Charlie Syrah-Petite Sirah (California),$27, California,92, California Other,California,Not rated yet [Add Your Review],"Syrah-Petite Sirah, Red Blends",2018,Prospect 772
38,15%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      This blend of nine varieties, led by Petite Sirah and Grenache, is compellingly complex, starting with aromas of Luxardo cherry, black olive, charcoal and lavender on the nose. There is ample firmness to the palate, which unleashes waves of strawberry, cherry and tomato alongside pinches of thyme, oregano and marjoram.                      Matt Kettmann ",Chorum Reserve Small Lot Selection,Villa San-Juliette 2017 Chorum Reserve Small Lot Selection Red (Paso Robles),$30, California,92, Central Coast,Paso Robles,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Villa San-Juliette
39,13.5%,"Chianti Superiore, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Earthy and savory, this enjoyable red opens with aromas suggesting underbrush, camphor and wild herbs. Showing the same earthy finesse as the nose, the palate is polished and tangy, doling out crushed raspberry, blood orange, star anise and truffle. Lithe tannins and bright acidity keep it fresh, taut and balanced. Drink through 2024.                      Kerin O’Keefe ",Casa Conforto,Fattoria La Vialla 2019 Casa Conforto  (Chianti Superiore),$19, Tuscany,92,Chianti Superiore,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2019,Fattoria La Vialla
40,13%,"Les Baux de Provence, Provence, France",750 ml,Red, France,7/1/2021,"
                      This ripe and mature wine celebrates Grenache. Ripe tannins, juicy blackberry fruits and a richly perfumed character come together in a dense texture and a spicy aftertaste. Drink the wine now. Organic and biodynamic.                      Roger Voss ",Equinoxe,Domaine de Lauzières 2015 Equinoxe Red (Les Baux de Provence),$36, Provence,92,Les Baux de Provence,,Not rated yet [Add Your Review],"Provence red blend, Red Blends",2015,Domaine de Lauzières
41,14.5%,"Cahors, Southwest France, France",750 ml,Red, France,7/1/2021,"
                      It is extraordinary how two naturally tannic grapes, Malbec and Tannat, come together in a wine with a smooth and rounded texture. Four years have worked their wonder to give a wine that is rich with black fruits and tannins that have been completely tamed. Drink this full, ripe wine now.                      Roger Voss ",Le Plaisir du Prince,Domaine du Prince 2017 Le Plaisir du Prince  (Cahors),$24, Southwest France,92,Cahors,,Not rated yet [Add Your Review],"Malbec-Tannat, Red Blends",2017,Domaine du Prince
42,N/A,"Gualtallary, Mendoza Province, Argentina",750 ml,Red, Argentina,7/1/2021,"
                      Gritty, minerally aromas sit atop plum and raspberry scents on a spirited nose with campfire notes. This Malbec blend is crisp and bright, with tangy acidity reflective of the high altitude noted on the label. Red plum, raspberry and currant flavors finish with dry tannins, spice notes and a touch of rawness that should subside with more bottle age and/or airing; drink through 2023.                      Michael Schachner ",Altitude Series 1350,Doña Paula 2018 Altitude Series 1350 Red (Gualtallary),$20, Mendoza Province,92,Gualtallary,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Doña Paula
43,15%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      A blend of 69% Cabernet Franc, 23% Merlot and 8% Cabernet Sauvignon, this opens with balsamic aromas of camphor, new leather and cedar that mingle with mature black-skinned fruit. Full-bodied and powerfully structured, the concentrated palate reflects the heat of the vintage, offering dried cherry, raisin, grilled sage and star anise alongside the warmth of evident alcohol. Assertive, close-grained tannins clench the finish. Give it a few years to let the tannins unfurl.                      Kerin O’Keefe ",,Tenuta di Trinoro 2017 Red (Toscana),$250, Tuscany,92,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Tenuta di Trinoro
44,14%,"Coteaux d'Aix-en-Provence, Provence, France",750 ml,Red, France,7/1/2021,"
                      Syrah, Cabernet Sauvignon and Grenache come together in this rich, generous wine typical of the appellation. With broad red fruits and acidity in balance, the wine is approaching maturity. Drink from late 2021.                      Roger Voss ",,Château Paradis 2017 Red (Coteaux d'Aix-en-Provence),$30, Provence,92,Coteaux d'Aix-en-Provence,,Not rated yet [Add Your Review],"Provence red blend, Red Blends",2017,Château Paradis
45,13.5%,"Württemberg, Germany",750 ml,Red, Germany,7/1/2021,"
                      Fragrant notes of black plum and tart black cherry abound in this full-bodied but zesty blend of Merlot (70%), Cabernet (20%) and Lemberger (10%). It's a smoky, delicately spiced red, accented by savory touches of tea leaf and a lingering violet perfume that is at peak now through 2030.                      Anna Lee C. Iijima ",Simonroth Cuvée D,Schnaitmann 2017 Simonroth Cuvée D Red (Württemberg),$45,Württemberg,92,,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Schnaitmann
46,14.3%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Cedar and rosemary aromatics get this complex and distinctive Spanish-style blend off to a vivid start, before rich black-fruit, turned earth and tobacco nuances are revealed on the palate. Moderate tannins and full body support good concentration and depth.                      Jim Gordon ",Estate Coccineous,Las Positas 2017 Estate Coccineous Red (Livermore Valley),$48, California,92, Central Coast,Livermore Valley,Not rated yet [Add Your Review],"Red Blends, Red Blends",2017,Las Positas
47,15.5%,"Templeton Gap District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Deep aromas of blueberry and black currant are sleek and focused on the nose of this blend of 56% Grenache, 26% Tempranillo, 10% Mourvèdre, 5% Petite Sirah and 3% Malbec. Gritty tannins frame the palate, where charred yet bright fruit flavors are lifted by baking spice and zesty acidity.                      Matt Kettmann ",Mad Crush,ONX 2018 Mad Crush Red (Templeton Gap District),$48, California,92, Central Coast,Templeton Gap District,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,ONX
48,14.5%,"Central Coast, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Aromas of black raspberry jam, sarsaparilla and lavender come through on the nose of this bold blend of 75% Grenache, 16% Tannat and 9% Syrah. Bay leaf, mace and clove flavors decorate the dark-berry core on the palate.                      Matt Kettmann ",El Camino,Old Creek Ranch 2018 El Camino Red (Central Coast),$55, California,92, Central Coast,Central Coast,Not rated yet [Add Your Review],"Red Blends, Red Blends",2018,Old Creek Ranch
49,13%,"Toscana, Tuscany, Italy",750 ml,White, Italy,7/1/2021,"
                      Aromas of tobacco, leather and wild berries form the nose along with earthy whiffs of truffle and violet. Made with organically farmed grapes, the lithe, elegant palate shows cassis, black cherry, baking spice and a hint of botanical herbs alongside fresh acidity and lithe, refined tannins. It finishes on a hint of black tea.                      Kerin O’Keefe ",Serego Alighieri Bell'Ovile,Masi 2016 Serego Alighieri Bell'Ovile Red (Toscana),N/A, Tuscany,92,Toscana,,Not rated yet [Add Your Review],"Red Blends, Red Blends",2016,Masi
