,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
95,12%,"Crémant de Loire, Loire Valley, France",750 ml,Sparkling, France,12/31/2020,"
                      A blend of half-and-half Chenin and Chardonnay, this is deliciously crisp. Apple flavors come through the lively mousse to give an elegant wine. It is ready to drink.                      Roger Voss ",Brut,Domaine la Croix des Vainqueurs NV Brut Chenin Blanc-Chardonnay (Crémant de Loire),$20, Loire Valley,90,Crémant de Loire,,Not rated yet [Add Your Review],"Chenin Blanc-Chardonnay, White Blend",,Domaine la Croix des Vainqueurs
96,13.5%,"Saint-Mont, Southwest France, France",750 ml,White, France,12/31/2020,"
                      In pursuit of its enlightened policy of finding and developing old local and native varieties, this producer has blended Gros Manseng, Petit Courbu and Arrufiac into a fresh while also richly creamy wine. Its sliced apple flavors shine out, bringing acidity and ripeness. Drink now.                      Roger Voss ",Reborn Varietals Gros Manseng-Petit Courbu-Arrufiac,Secret Vines 2018 Reborn Varietals Gros Manseng-Petit Courbu-Arrufiac  (Saint-Mont),$20, Southwest France,90,Saint-Mont,,Not rated yet [Add Your Review],White Blend,2018,Secret Vines
97,13%,"Calabria, Southern Italy, Italy",750 ml,White, Italy,12/31/2020,"
                      A blend of 60% Malvasia and 40% Zibibbo, this white delivers detailed aromas of apricot, potpourri, ripe lemon and sun-dried hay. There's a pleasing roundness to the palate, with a delicately viscous texture that's propped up by integrated acidity. Flavors of apple, apricot and dried hay are lifted by tangy orange-laden acidity.                      Alexander Peartree ",Mare,Benvenuto 2018 Mare White (Calabria),$21, Southern Italy,89,Calabria,,Not rated yet [Add Your Review],White Blend,2018,Benvenuto
98,13.8%,"San Luis Obispo County, Central Coast, California, US",750 ml,White, US,12/31/2020,"
                      Boisterous aromas of poached pear, gardenia and guava are ripe but cleanly presented on the nose of this blend of 50% Viognier, 27% Albarino and 23% Grenache Blanc. Strong peach-blossom-oil and tropical tones show on the palate, but it's zesty and lively to sip.                      Matt Kettmann ",White Wolff,Wolff 2019 White Wolff White (San Luis Obispo County),$24, California,89, Central Coast,San Luis Obispo County,Not rated yet [Add Your Review],White Blend,2019,Wolff
99,13.5%,"Saint-Mont, Southwest France, France",750 ml,White, France,12/31/2020,"
                      A blend of Gros Manseng. Petit Courbu and Arrufiac, this wine comes from three local varieties that are showing their quality. The wine is rich with ripe white fruits, tangy acidity and intense freshness. Drink now.                      Roger Voss ",Les Cépages Préservés,Plaimont 2018 Les Cépages Préservés  (Saint-Mont),$18, Southwest France,89,Saint-Mont,,Not rated yet [Add Your Review],White Blend,2018,Plaimont
100,14%,"Montevideo, Uruguay",750 ml,White, Uruguay,12/31/2020,"
                      Buttery oak aromas are out front on this barrel-aged Petit Manseng (with 10% Viognier). A plump palate is ripe and round on first take, then softer and flatter on the back end. Apple, saline, tropical-fruit and citrus flavors are a mixed bag, albeit a good one, while this runs short on the finish. Drink now.                      Michael Schachner ",Gran Tradición,Cerro Chapeu 2019 Gran Tradición White (Montevideo),$25,Montevideo,89,,,Not rated yet [Add Your Review],"Petit Manseng-Viognier, White Blend",2019,Cerro Chapeu
101,12%,"Côtes de Gascogne, Southwest France, France",750 ml,White, France,12/31/2020,"
                      This ancient estate, just south of the Armagnac town of Condom, is managed by the Plaimont cooperative. This wine is fresh and fruity, touched with honey and apricots as well as bright citrus flavors. Drink now.                      Roger Voss ",Domaine de Cassaigne Grand Vin,Plaimont 2018 Domaine de Cassaigne Grand Vin White (Côtes de Gascogne),$18, Southwest France,88,Côtes de Gascogne,,Not rated yet [Add Your Review],White Blend,2018,Plaimont
102,13%,"Basilicata, Southern Italy, Italy",750 ml,White, Italy,12/31/2020,"
                      Unique for the region, this white is a blend of Müller-Thurgau and Traminer. It starts off with brisk aromas of Mandarin orange and white flowers that carry to the silken, sultry palate. There's low verve to the pear and stone-fruit flavors, making this a wine to enjoy in the near term.                      Alexander Peartree ",,Re Manfredi 2018 White (Basilicata),$26, Southern Italy,88,Basilicata,,Not rated yet [Add Your Review],White Blend,2018,Re Manfredi
103,11.5%,"Côtes de Gascogne, Southwest France, France",750 ml,White, France,12/31/2020,"
                      With its blend of Colombard and Gros Manseng, this wine brings together ripe fruitiness of kiwi and fresh currants, all tied up with acidity. The wine is attractive and ready to drink.                      Roger Voss ",Signature,Domaine Saint-Lannes 2019 Signature White (Côtes de Gascogne),$13, Southwest France,88,Côtes de Gascogne,,Not rated yet [Add Your Review],White Blend,2019,Domaine Saint-Lannes
104,12.5%,"Crémant de Loire, Loire Valley, France",750 ml,Sparkling, France,12/31/2020,"
                      A half-and-half blend of Chardonnay and Chenin Blanc, this wine comes from Benoist family estate. Full of white fruits and nutty apple flavors, the wine is crisply textured and refreshing. Drink now.                      Roger Voss ",Cuvée Gabriel,Domaine du Vieil Orme NV Cuvée Gabriel Chenin Blanc-Chardonnay (Crémant de Loire),$25, Loire Valley,88,Crémant de Loire,,Not rated yet [Add Your Review],"Chenin Blanc-Chardonnay, White Blend",,Domaine du Vieil Orme
105,13.5%,"Juanico, Uruguay",750 ml,White, Uruguay,12/31/2020,"
                      A generalized white-fruit nose leads to a full and round palate whose heft is balanced by healthy acidity. Chunky flavors of honeydew melon and banana finish warm and with mild oak spice. Drink this full-bodied Chardonnay blend now.                      Michael Schachner ",Preludio Barrel Select Lote N°24,Familia Deicas 2019 Preludio Barrel Select Lote N°24 White (Juanico),$40,Juanico,88,,,Not rated yet [Add Your Review],White Blend,2019,Familia Deicas
106,13%,"Lamezia, Southern Italy, Italy",750 ml,White, Italy,12/31/2020,"
                      A blend of Greco and Mantonico, this white offers a decently rich nose of apricot and sun-dried hay. The medium-bodied palate shows plush flavors of orchard fruit and melon, with fresh enough acidity keeping it all in check. It ends ripe and open, making this a solid offering for those who enjoy fuller-bodied, soft white wines.                      Alexander Peartree ",,Statti 2018 White (Lamezia),$13, Southern Italy,88,Lamezia,,Not rated yet [Add Your Review],White Blend,2018,Statti
107,12.5%,"Val di Neto, Southern Italy, Italy",750 ml,White, Italy,12/31/2020,"
                      A blend of 90% Chardonnay and 10% Sauvignon Blanc, this white starts off with subtle aromas of peach, apple and sea spray. The light-bodied palate is bright and crisp in orchard-fruit flavors that are lifted by lemon-tinged acidity.                      Alexander Peartree ",Critone,Librandi 2018 Critone White (Val di Neto),$17, Southern Italy,87,Val di Neto,,Not rated yet [Add Your Review],White Blend,2018,Librandi
108,12%,"Côtes de Gascogne, Southwest France, France",750 ml,White, France,12/31/2020,"
                      Gascogne is Gascony in English, and this wine celebrates the light and fresh white wines from the region. This naturally dry Gascon wine blend of Colombard and Gros Manseng has touches of honey as well fresh currants and tight, brilliant acidity. Drink now.                      Roger Voss ",Big Born in Gascony,Plaimont 2019 Big Born in Gascony White (Côtes de Gascogne),$11, Southwest France,87,Côtes de Gascogne,,Not rated yet [Add Your Review],White Blend,2019,Plaimont
109,12.5%,"Juanico, Uruguay",750 ml,White, Uruguay,12/31/2020,"
                      Apple and pear aromas are light and clean, leading to a lively palate, with fleshy roundness offset by snappy acidity. Peach and citrus flavors are tangy, with a touch of sweetness. On the finish, this patio-friendly Albariño blend (containing Chardonnay and Verdejo) is smooth and clean, with a lasting note of apple.                      Michael Schachner ",Don Pascual Coastal Albariño Blend,Establecimiento Juanico 2020 Don Pascual Coastal Albariño Blend White (Juanico),$15,Juanico,87,,,Not rated yet [Add Your Review],White Blend,2020,Establecimiento Juanico
110,12.5%,"Basilicata, Southern Italy, Italy",750 ml,White, Italy,12/31/2020,"
                      With no added sulfites, this hazy, slightly spritzy white is made from Pinot Bianco. Aromas of pear juice, tangerine and citron carry to the medium-bodied palate. A gentle tone of savory yeast lends some grip to the fruity tones, ending briskly on a lemon-kissed banana note.                      Alexander Peartree ",SenSO2,Taverna 2019 SenSO2 White (Basilicata),$14, Southern Italy,87,Basilicata,,Not rated yet [Add Your Review],White Blend,2019,Taverna
111,11.5%,"Côtes de Gascogne, Southwest France, France",750 ml,White, France,12/31/2020,"
                      The crisp, cool and classic Gascon blend of Colombard, Sauvignon Blanc and Gros Manseng has yielded a bright, crisp wine, light as a feather and refreshingly fruity. With its light touch and lively acidity, the wine is ready to drink.                      Roger Voss ",Pyrène Cuvée Marine,Lionel Osmin & Cie 2019 Pyrène Cuvée Marine White (Côtes de Gascogne),$10, Southwest France,86,Côtes de Gascogne,,Not rated yet [Add Your Review],White Blend,2019,Lionel Osmin & Cie
112,12.5%,"Vino Bianco d'Italia, Italy Other, Italy",750 ml,White, Italy,12/31/2020,"
                      Aromas of lemon curd, lemongrass and shortbread carry the nose of this Fiano. A slight spritz on the palate dissipates quickly to reveal flavors of lemon and pear that mingle with a savory yeast tone. Lifted acidity ensures a brisk, clean ending.                      Alexander Peartree ",Sophia Biologico,Basilisco 2019 Sophia Biologico White (Vino Bianco d'Italia),N/A, Italy Other,85,Vino Bianco d'Italia,,Not rated yet [Add Your Review],White Blend,2019,Basilisco
113,11.5%,"Burgenland, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      Musk and candied lemon fill the nose with lifted, heady intensity while the palate is a vision of purest, ripest, sweetest apricot. The intensity and purity of flavors is heightened by candied lemon sharpness, piercing, framing and illuminating that golden apricot deliriousness. The finish is long, and the life of this immensely pure wine will be even longer.                      Anne Krebiehl MW ",Ruster Ausbruch Auf den Flügeln der Morgenröte,Heidi Schröck 2017 Ruster Ausbruch Auf den Flügeln der Morgenröte White (Burgenland),$89,Burgenland,99,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2017,Heidi Schröck
114,9%,"Burgenland, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      A hint of musk, a touch of vanilla and the promise of creaminess starts this off. On the palate, this vision blossoms into apricot-scented sweetness and concentrated richness of apricot compote. All this is pervaded by equally concentrated freshness, piercing through with lemony brightness.                      Anne Krebiehl MW ",Ruster Ausbruch,Gunter Triebaumer 2018 Ruster Ausbruch White (Burgenland),$54,Burgenland,97,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2018,Gunter Triebaumer
115,8%,"Burgenland, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      Notions of the cooked peel of quince and quince jelly align with vanilla to create a fruity, spicy but mellow nose. The flavors intensify on the immensely concentrated, viscous body where hints of apricot and Mirabelle plum join the quince jelly notes. A lovely vein of freshness makes these aromatics even more distinct. The richness is immense.                      Anne Krebiehl MW ",Nouvelle Vague Grande Cuvée Trockenbeerenauslese Nummer 6,Kracher 2017 Nouvelle Vague Grande Cuvée Trockenbeerenauslese Nummer 6 White (Burgenland),$110,Burgenland,97,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2017,Kracher
116,11%,"Burgenland, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      Ripe melon flesh and quince peel notes on the nose promise savory fruit. The palate bursts in with luscious, intense fruit that spills over with grapefruit zest and gorgeously bitter notions of citrus pith and quince peel while a lightning streak of freshness freezes everything into precision. There is much going on here, riotously so, and despite all the sweetness it is this rapier freshness that makes this moreish. Drink by 2050.                      Anne Krebiehl MW ",Beerenauslese,Heidi Schröck 2018 Beerenauslese White (Burgenland),$46,Burgenland,97,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2018,Heidi Schröck
117,10.5%,"Burgenland, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      A honeyed nose has faint hints of candied lime. On the palate this lime notion turns into the purest, most vivid candied lemon zest. This is intensely, lusciously sweet but also sharp with freshness and zing. Brightness and sweetness are bold and balanced.                      Anne Krebiehl MW ",Exquisit Trockenbeerenauslese,H.&C. Nittnaus 2018 Exquisit Trockenbeerenauslese White (Burgenland),$60,Burgenland,96,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2018,H.&C. Nittnaus
118,10%,"Burgenland, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      An immensely aromatic nose presents a vision of candied peach. The golden, honeyed, intense peachiness is even fuller and bolder on the supremely pure palate. The sweetness is intense and luscious, but it is cut by piercing, pristine freshness. A lovely bitter hint of marmalade rounds out this peachy picture, made even richer by a viscous mouthfeel. The finish is fresh and long.                      Anne Krebiehl MW ",Trockenbeerenauslese,Zantho 2018 Trockenbeerenauslese White (Burgenland),$25,Burgenland,96,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2018,Zantho
119,10%,"Wachau, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      At first the nose is subdued, hinting at fresh, white field mushroom and something sonorous and sweet behind it. The palate, however, comes with a high, bright and resplendent note of lemon zest and candied peel freshness that makes the nobly sweet richness even more luscious. This strikes a most eloquent and almost serene balance. The long finish brims with fresh zestiness. Drink by 2050.                      Anne Krebiehl MW ",Terrassen Beerenauslese,Domäne Wachau 2017 Terrassen Beerenauslese White (Wachau),$30,Wachau,95,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2017,Domäne Wachau
120,13%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Made predominantly from Carricante with a drop of Catarratto, this smooth, stunning white offers delicate, enticing scents of Spanish broom, chamomile, ripe white-stone fruit and a whiff of smoke. Savory and loaded with elegance, the medium-bodied, focused palate features juicy Meyer lemon, ripe Bartlett pear, golden apple and tangy, saline mineral notes. Bright acidity lends tension and balance. Drink through 2025.                      Kerin O’Keefe ",Pietrarizzo Bianco,Tornatore 2019 Pietrarizzo Bianco  (Etna),$55, Sicily & Sardinia,95,Etna,,Not rated yet [Add Your Review],White Blend,2019,Tornatore
121,11%,"Burgenland, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      The perfume of fir honey and maple syrup promises sweetness and spice in equal measure. The sweetness on the palate intensifies every flavor and presents notions of candied lime, quince jelly, grapefruit zest and barley sugar. The citrus intensity is immense and luminous. This is a very sweet late-harvest style but an uplifting, refreshing one. Drink by 2050.                      Anne Krebiehl MW ",Spätlese,Heidi Schröck 2017 Spätlese White (Burgenland),$24,Burgenland,94,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2017,Heidi Schröck
122,11.5%,"Burgenland, Austria",375 ml,Dessert, Austria,12/1/2020,"
                      Musk, rose petal, fir honey and dried fig are the rich aromas on the nose. The intense palate is lusciously sweet and very concentrated, showing a viscous, almost balm-like mouthfeel that seems to burst with luscious fruit. Equally concentrated is the sharp freshness that brings everything alive. What a package. Drink by 2050.                      Anne Krebiehl MW ",Beerenauslese Cuvée Klaus,Steindorfer 2018 Beerenauslese Cuvée Klaus White (Burgenland),$30,Burgenland,94,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2018,Steindorfer
123,13%,"Terre Siciliane, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Enticingly fragrant, this blend of Catarratto, Pinot Bianco, Sauvignon and Traminer Aromatic offers heady scents of citrus blossom, yellow stone fruit and ripe pear. The smooth, savory palate doles out yellow peach, pineapple and grapefruit accented by aniseed notes. Tangy acidity gives it a mouthwatering close.                      Kerin O’Keefe ",Leone d'Almerita,Tasca d'Almerita 2019 Leone d'Almerita White (Terre Siciliane),$22, Sicily & Sardinia,92,Terre Siciliane,,Not rated yet [Add Your Review],White Blend,2019,Tasca d'Almerita
124,12.8%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,12/1/2020,"
                      This unusual blend is 29% Pinot Blanc, 27% Muscat, 25% Riesling, 11% Pinot Gris and 8% Gewürztraminer. Despite the low percentage, it's the Gewurz that stands out aromatically, and brings those flavors of floral baby powder into the body of the wine. It's not overpowering, however, and the nifty mix of other white grapes fleshes it out with apple, peach, pear and a dash of lemon oil.                      Paul Gregutt ",Amycas,Brooks 2019 Amycas White (Willamette Valley),$22, Oregon,92, Willamette Valley,Willamette Valley,Not rated yet [Add Your Review],White Blend,2019,Brooks
125,10%,"Burgenland, Austria",750 ml,Dessert, Austria,12/1/2020,"
                      Notes of sun-warmed peach skin and juicy peach compote fill the nose. The palate, concentrated and peachy, brims with juiciness and is laced with wonderful lemon zest brightness. This counters the sweetness and makes it incredibly appetizing. The medium-sweet finish of this late-harvest style still echoes with lemon and peach.                      Anne Krebiehl MW ",Spätlese Exquisit,H.&C. Nittnaus 2019 Spätlese Exquisit White (Burgenland),$25,Burgenland,92,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2019,H.&C. Nittnaus
126,12%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Elegant and racy, this blend of 70% Carricante and 30% Catarratto offers enticing scents of white spring blossom, white stone fruit and a whiff of exotic fruit. On the focused palate, crisp acidity accompanies yellow apple, Meyer lemon and saline mineral notes alongside the barest hint of fresh bread dough.                      Kerin O’Keefe ",,Graci 2019  Etna,$23, Sicily & Sardinia,91,Etna,,Not rated yet [Add Your Review],White Blend,2019,Graci
127,12.5%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Yellow spring flower, hazelnut and yellow-apple aromas form the nose on this organic blend of 90% Carricante and 10% Catarratto. The racy, linear palate features Meyer lemon, Bartlett pear and tangy saline notes alongside crisp acidity. It closes on a hint of bitter almond.                      Kerin O’Keefe ",Piano dei Daini,Tenute Bosco 2018 Piano dei Daini  (Etna),$26, Sicily & Sardinia,91,Etna,,Not rated yet [Add Your Review],White Blend,2018,Tenute Bosco
128,13.5%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Made with organically farmed 80% Carricante, 15% Cataratto and 5% Minnella grapes, this vibrant white opens with aromas of white spring flower, Mediterranean brush and citrus zest. The bright palate offers tangy Meyer lemon, tart green apple and ginger while crisp acidity keeps it fresh. Drink through 2023.                      Kerin O’Keefe ",,Terra Costantino 2018  Etna,$27, Sicily & Sardinia,91,Etna,,Not rated yet [Add Your Review],White Blend,2018,Terra Costantino
129,13.5%,"Lodi, Central Valley, California, US",750 ml,White, US,12/1/2020,"
                      This light-bodied and ultrasmooth wine wraps fresh melon and fig flavors in a slightly mineral structure, and subtly spices them with vanilla and almond. It's an interesting and enjoyably complex wine blended from Kerner, Bacchus and Riesling grapes.                      Jim Gordon ",Nativo,Markus Wine Co 2019 Nativo White (Lodi),$22, California,91, Central Valley,Lodi,Not rated yet [Add Your Review],White Blend,2019,Markus Wine Co
130,12%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Delicate aromas of spring wildflower, summer orchard fruit and wet stone waft out of the glass along with the barest whiff of petroleum. Racy and linear, the svelte palate offers fresh lemon slice, yellow apple and tangy saline set against vibrant acidity. Made with 90% Carricante and 10% split between Grecanico and Minella, it's linear and savory.                      Kerin O’Keefe ",Ante,I Custodi delle Vigne dell'Etna 2018 Ante  (Etna),$30, Sicily & Sardinia,91,Etna,,Not rated yet [Add Your Review],White Blend,2018,I Custodi delle Vigne dell'Etna
131,13.3%,"Sta. Rita Hills, Central Coast, California, US",750 ml,White, US,12/1/2020,"
                      This is a brisk vintage for this blend of 36% Chardonnay, 32% Pinot Blanc and 32% Pinot Gris, with tangy lemon-peel and baked apple aromas on the clean and crisp nose. The palate is quite tight and tart, with apple-skin and lemon-zest flavors that warm only slightly into the finish, where a sandstone-like minerality also shows.                      Matt Kettmann ",Fonte,Barden 2018 Fonte White (Sta. Rita Hills),$36, California,91, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],White Blend,2018,Barden
132,12.9%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,12/1/2020,"
                      This is a tiny-production field blend from a vineyard planted in 1922 of 59% Muscadelle, 37% French Colombard and 4% Palomino. Stainless-steel fermented and aged in oak, it opens in candied peach, apricot and lime, the palate dry, sleek and offering high-toned freshness.                      Virginie Boone ",Blanc de L'Annee Very Old Vines,Whipsmart Wine Company 2018 Blanc de L'Annee Very Old Vines White (Russian River Valley),$18, California,90, Sonoma,Russian River Valley,Not rated yet [Add Your Review],White Blend,2018,Whipsmart Wine Company
133,13%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,12/1/2020,"
                      This is 58% Chenin Blanc and 42% Sauvignon Blanc, cofermented and with extended maceration. With fruit coming from La Reyna Blanca Vineyard on the Royal Slope, the aromas are bright, with notes of cantaloupe, melon, kiwi skin, banana and apple. Rounded, fresh flavors follow, bringing some weight but with enough acidity to pull it off. It needs time to fully settle in, but there are lots of interesting things happening.                      Sean P. Sullivan ",Sauvalanche,Massalto 2019 Sauvalanche White (Columbia Valley (WA)),$35, Washington,90, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],White Blend,2019,Massalto
134,13.5%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Made with 90% Carricante and 10% Catarratto, both organically grown, this has a deep, golden hue and aromas of yellow spring flower, smoke, ripe white stone fruit and a hint of vanilla. The medium-bodied, linear palate shows an understated elegance, suggesting mature yellow apple, hazelnut, unsweetened lemon drop and saline mineral notes framed in fresh acidity.                      Kerin O’Keefe ",Contrada Blandano,Terra Costantino 2016 Contrada Blandano  (Etna),$42, Sicily & Sardinia,90,Etna,,Not rated yet [Add Your Review],White Blend,2016,Terra Costantino
135,13%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Lean and linear, this has an initially shy nose that eventually reveals citrus zest, Mediterranean scrub and the merest note of kerosene. Vibrant and featuring mineral tension, the racy palate shows white grapefruit, yellow apple and savory saline.                      Kerin O’Keefe ",,Ampelon 2018  Etna,$30, Sicily & Sardinia,90,Etna,,Not rated yet [Add Your Review],White Blend,2018,Ampelon
136,13.5%,"Lodi, Central Valley, California, US",750 ml,White, US,12/1/2020,"
                      Vivid lemon and fresh herb flavors light up this medium-bodied wine as good acidity balances a sense of concentration and richness. Made with 95% Torrontes grapes from Lodi it also incorporates 5% of Traminette grapes from North Carolina.                      Jim Gordon ",Joey Insieme,Markus Wine Co 2019 Joey Insieme White (Lodi),$22, California,90, Central Valley,Lodi,Not rated yet [Add Your Review],White Blend,2019,Markus Wine Co
137,13.2%,"Monterey County, Central Coast, California, US",750 ml,White, US,12/1/2020,"
                      A mustard-yellow shade in the glass, this skin-fermented, solera-style orange wine shows ripe melon, fresh tangerine and apple-juice aromas on the nose. The texture is very grippy on the sip, where apple and orange-peel flavors meet with a slight tonic element, proving rather clean.                      Matt Kettmann ",The Lion For Real Skin Fermented,Folktale NV The Lion For Real Skin Fermented White (Monterey County),$34, California,90, Central Coast,Monterey County,Not rated yet [Add Your Review],White Blend,,Folktale
138,13.9%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,White, US,12/1/2020,"
                      This unique blend is 49% Viognier, 41% Roussanne and 10% Riesling. Ripe peach and honeysuckle aromas are out front. Lightly sweet-seeming stone fruit and pear flavors follow, with enough acidity to tie it all together.                      Sean P. Sullivan ",Oriana,Brian Carter 2019 Oriana White (Yakima Valley),$25, Washington,89, Columbia Valley,Yakima Valley,Not rated yet [Add Your Review],White Blend,2019,Brian Carter
139,13.6%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,12/1/2020,"
                      Sémillon makes up 61% of this wine, with the rest Sauvignon Blanc (21%) and Viognier. Aromas of ripe peach, fig and flower are followed by medium-bodied flavors. It displays the tartness of the vintage. Stone fruit flavors linger on the finish                      Sean P. Sullivan ",Our Evolution,Succession 2019 Our Evolution White (Columbia Valley (WA)),$26, Washington,89, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],White Blend,2019,Succession
140,12.5%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      White stone-fruit and yellow spring-flower aromas shape the alluring nose. On the vibrant palate, racy acidity accompanies yellow apple, lemon zest and a tangy saline note.                      Kerin O’Keefe ",Tifeo,Gambino 2018 Tifeo  (Etna),$24, Sicily & Sardinia,89,Etna,,Not rated yet [Add Your Review],White Blend,2018,Gambino
141,12.5%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      A blend of Carricante and Catarratto, this has aromas of yellow spring flower and white stone fruit. Lean and linear, the racy palate offers juicy Meyer lemon and yellow apple alongside crisp acidity. It closes on a hint of saline.                      Kerin O’Keefe ",,Statella 2019  Etna,$32, Sicily & Sardinia,89,Etna,,Not rated yet [Add Your Review],White Blend,2019,Statella
142,12.5%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Delicate aromas of spring blossom and green melon mingle with a whiff of Mediterranean herb on this blend of 80% Carricante and 20% Catarratto. On the lean, linear palate, racy acidity accompanies ripe pear, hazelnut and tangy saline.                      Kerin O’Keefe ",Pietralava,Antichi Vinai 1877 2019 Pietralava  (Etna),$25, Sicily & Sardinia,89,Etna,,Not rated yet [Add Your Review],White Blend,2019,Antichi Vinai 1877
143,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Aromas of graphite, yellow spring flower and white stone fruit waft out of the glass. A blend of Insolia, Grillo and Zibibbo, the lean linear palate features Meyer lemon, yellow apple and bitter almond alongside brisk acidity. A hint of saline marks the finish.                      Kerin O’Keefe ",Salealto Tenuta Ficuzza,Cusumano 2018 Salealto Tenuta Ficuzza White (Sicilia),$45, Sicily & Sardinia,88,Sicilia,,Not rated yet [Add Your Review],White Blend,2018,Cusumano
144,12.7%,"Napa Valley, Napa, California, US",750 ml,White, US,12/1/2020,"
                      Combining 70% Muscadelle and 30% Sauvignon Blanc, without the addition of any oak, this white is light, floral and fruity, with a simple approachability.                      Virginie Boone ",Roman Press,Nichelini Family Winery 2019 Roman Press White (Napa Valley),$26, California,88, Napa,Napa Valley,Not rated yet [Add Your Review],White Blend,2019,Nichelini Family Winery
145,13%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      White spring-flower and white stone-fruit aromas lead the way along a whiff of botanical herb. On the lean, vibrant palate, racy acidity accompanies mature yellow apple and Meyer lemon.                      Kerin O’Keefe ",Monte San Nicolò,Nicosia 2019 Monte San Nicolò  (Etna),$20, Sicily & Sardinia,88,Etna,,Not rated yet [Add Your Review],White Blend,2019,Nicosia
146,13%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      Made with 90% Catarratto and 10% Viogner, this has pronounced aromas of apricot and yellow peach. The aromas carry over to the tangy, savory palate along with candied lemon drop and a hint of saline. Bright acidity keeps it refreshing.                      Kerin O’Keefe ",Barbazzale,Cottanera 2019 Barbazzale  (Etna),$15, Sicily & Sardinia,88,Etna,,Not rated yet [Add Your Review],White Blend,2019,Cottanera
147,12.5%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      The shy nose doesn't give much away at first but eventually reveals subtle whiffs of mature stone fruit and hazelnut. On the lean palate, tangy acidity accompanies suggestions of mature yellow-apple skin, dried Mediterranean herb and tart lemon.                      Kerin O’Keefe ",Cavanera Ripa di Scorciavacca,Firriato 2017 Cavanera Ripa di Scorciavacca  (Etna),$33, Sicily & Sardinia,87,Etna,,Not rated yet [Add Your Review],White Blend,2017,Firriato
148,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,12/1/2020,"
                      A blend of Grillo and Chardonnay, this has aromas of citrus and white spring blossom. The tangy palate offers Meyer lemon and a the barest hint of ginger alongside fresh acidity.                      Kerin O’Keefe ",,Gergenti 2019 White (Sicilia),$11, Sicily & Sardinia,87,Sicilia,,Not rated yet [Add Your Review],"Grillo-Chardonnay, White Blend",2019,Gergenti
