,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
0,16.1%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Dark licorice, dust and sage meet a thread of white pepper in this deliciously built, powerful and complex wine from an old-vine estate site. Juicy blackberry dominates on the midpalate in concentrated form, seasoned in graceful hints of nutmeg and oak.                      Virginie Boone ",Highwire Vineyard Old Vine,Hartford 2019 Highwire Vineyard Old Vine Zinfandel (Russian River Valley),$60, California,96, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2019,Hartford
1,16.1%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Seductively smooth and weathered in crisp cranberry, plum and dark cherry, this old-vine wine offers a substantial grip of tannin and notes of crushed rock and oak. Velvety texture leads to dusty black pepper, nutmeg and tobacco.                      Virginie Boone ",Jolene's Vineyard Old Vine,Hartford 2019 Jolene's Vineyard Old Vine Zinfandel (Russian River Valley),$60, California,95, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2019,Hartford
2,14.8%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      With the addition of 20% mixed black grapes from 100-plus year-old vines, this consistently interesting, complex wine opens in thick tones of leather, tobacco and cedar. Savory throughout, it tastes of crushed rock, wild blackberry and a tease of gamy meat. It was aged entirely in French oak.                      Virginie Boone ",Tina's Block Maple Vineyards,Armida 2018 Tina's Block Maple Vineyards Zinfandel (Dry Creek Valley),$48, California,94, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2018,Armida
3,14.4%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Tart and acid-driven, this wine is surprisingly bright and red fruited, with citrus undertones. Soft, integrated tannins provide structure around an elegant midpalate of graceful oak, a mix of both French and American, leading the way to a spicy, peppery and herbal finish.                      Virginie Boone ",Parmelee-Hill Vineyard,Armida 2018 Parmelee-Hill Vineyard Zinfandel (Sonoma Coast),$48, California,94, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],Zinfandel,2018,Armida
4,15%,"Paso Robles Willow Creek District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      This well-constructed bottling, which includes 15% Petite Sirah, kicks off with blackberry-jam aromas that are cut by dried meat, violet, iodine and tar. Those hearty, rugged qualities spread into the sip, where jammy flavors meet with licorice and cola spice. Persistent acidity and supportive tannins ensure even better days to come. Drink now through 2028.                      Matt Kettmann ",,Caliza 2018 Primitivo (Paso Robles Willow Creek District),$70, California,94, Central Coast,Paso Robles Willow Creek District,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2018,Caliza
5,16.1%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Succulent, with structure and tension in its bones, this hearty, full-bodied wine expresses thick waves of juicy blackberry, dark cherry and cola, the oak well-integrated within a spicy component of nutmeg and white pepper. Planted more than a century ago, the head-trained vines yield low amounts of delicious, concentrated grapes.                      Virginie Boone ",Hartford Vineyard Old Vine,Hartford 2019 Hartford Vineyard Old Vine Zinfandel (Russian River Valley),$60, California,94, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2019,Hartford
6,15.2%,"Sonoma County, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Juicy plum, black cherry and a hint of cola highlight a soft, round core in this wine. Structured and well integrated in both tannin and oak, it offers a length of baking spice and tobacco, impressing in style and powerful elegance.                      Virginie Boone ",,Benovia 2018 Zinfandel (Sonoma County),$42, California,94, Sonoma,Sonoma County,Not rated yet [Add Your Review],Zinfandel,2018,Benovia
7,16.1%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Dense black fruit contrasts against a tartness of cranberry, the acidity sharp and beautifully complementary to the dry-farmed, head-trained structure of the wine. Powerful grip speaks to its youthful vigor, unwinding slowly in the glass.                      Virginie Boone ",Fanucchi-Wood Road Vineyard Old Vine,Hartford 2019 Fanucchi-Wood Road Vineyard Old Vine Zinfandel (Russian River Valley),$60, California,94, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2019,Hartford
8,15.6%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Not much of this was made, sadly, as it delivers velvety thick, rich and tension-filled grip around firm, structured tannin. Blue and black fruit dominate in concentrated form, dusted in nutmeg and oak, from vines more than 100 years old.                      Virginie Boone ",Winberrie Knolls Old Vine,Hartford 2019 Winberrie Knolls Old Vine Zinfandel (Russian River Valley),$60, California,94, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2019,Hartford
9,15.5%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      A dry-farmed site planted 100 years ago and head-trained still, Dina's is a study in baked cherry, blackberry and plum, rich and viscously thick. Velvety tannins and ample weight provide an unctuous lushness that is complemented by underlying acidity.                      Virginie Boone ",Dina's Vineyard Old Vine,Hartford 2019 Dina's Vineyard Old Vine Zinfandel (Russian River Valley),$60, California,94, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2019,Hartford
10,15.5%,"Paso Robles Willow Creek District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      By all measures, this is a big Zin, but it remains very dry and regal as well. Ripe aromas of blackberry, black plum and baking spice are suave and joyous on the nose. The palate tightens up around firm tannins that frame those lush black-fruit flavors.                      Matt Kettmann ",Paper Street Vineyard,Glunz 2018 Paper Street Vineyard Zinfandel (Paso Robles Willow Creek District),$38, California,93, Central Coast,Paso Robles Willow Creek District,Not rated yet [Add Your Review],Zinfandel,2018,Glunz
11,14.5%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Smoothly integrated, complex and structured, this impressive wine is dry, leathery and gamy. Brooding blackberry and black-cherry flavors get a boost of complexity in the form of peppery spice: a mix of white pepper, nutmeg and clove.                      Virginie Boone ",,Joseph Jewell 2018 Zinfandel (Dry Creek Valley),$29, California,93, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2018,Joseph Jewell
12,15.5%,"Paso Robles Willow Creek District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      By all measures, this is a big Zin, but it remains very dry and regal as well. Ripe aromas of blackberry, black plum and baking spice are suave and joyous on the nose. The palate tightens up around firm tannins that frame those lush black-fruit flavors.                      Matt Kettmann ",Paper Street Vineyard,Glunz 2018 Paper Street Vineyard Zinfandel (Paso Robles Willow Creek District),$38, California,93, Central Coast,Paso Robles Willow Creek District,Not rated yet [Add Your Review],Zinfandel,2018,Glunz
13,15%,"Lodi, Central Valley, California, US",750 ml,Red, US,7/1/2021,"
                      Deep and brooding, this quietly powerful wine is drenched in black-fruit flavors and accented by hints of clove, vanilla and cinnamon for a great sense of complexity along with rich and satisfying fruitiness. Full bodied yet rather soft in tannins, it has a supple mouthfeel.                      Jim Gordon ",Pilgrim Vineyard Old Vine,V. Sattui 2018 Pilgrim Vineyard Old Vine Zinfandel (Lodi),$39, California,93, Central Valley,Lodi,Not rated yet [Add Your Review],Zinfandel,2018,V. Sattui
14,15.9%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      This is an undeniably powerful, concentrated and intensely flavorful wine accented by leather and oak tones. Black fruit, coffee, licorice and baked fig provide a succulent core of richness and offer impressive length.                      Virginie Boone ",Monte Rosso Vineyard Gnarly Vine,Louis M. Martini 2018 Monte Rosso Vineyard Gnarly Vine Zinfandel (Sonoma Valley),$75, California,92, Sonoma,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2018,Louis M. Martini
15,13.9%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      From a dry-farmed vineyard named for its founder, this is a thick, spicy red wine, dazzling in black pepper, leather and tobacco. Lively, layered and complex, it intrigues in its grasp of high-toned acidity and length of enduring freshness.                      Virginie Boone ",Square Peg Estate Ottimino's Block,Square Peg 2017 Square Peg Estate Ottimino's Block Zinfandel (Russian River Valley),$50, California,92, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2017,Square Peg
16,14.6%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,7/1/2021,"
                      An enticing layer of rich oak spices enhances the deep, dark-fruit flavors of this full-bodied wine. Clove, cinnamon, cedar and vanilla meld with plump blackberry notes that are nicely lifted by moderate tannins. It was aged in 40% new French oak barrels.                      Jim Gordon ",Amador Ridge Vineyard,V. Sattui 2018 Amador Ridge Vineyard Zinfandel (Amador County),$37, California,92, Sierra Foothills,Amador County,Not rated yet [Add Your Review],Zinfandel,2018,V. Sattui
17,15.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      This is a spicy spin on this historic vineyard, starting with aromas of star anise, cinnamon, plum pudding, wild mint and strawberry cream. It's thick on the palate, carrying wild, snappy berry and currant flavors along with fennel, dewy pine and cocoa.                      Matt Kettmann ",Dante Dusi Vineyard,Glunz 2018 Dante Dusi Vineyard Zinfandel (Paso Robles),$38, California,92, Central Coast,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2018,Glunz
18,14.6%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Made in a refined style that will appeal to Pinot Noir drinkers, this red is spicy and brambly in blackberry and cherry with a hint of black licorice. The persistent acidity keeps it fresh and lengthy as well as balanced, with nuanced oak staying largely out of the way.                      Virginie Boone ",Limerick Lane,AldenAlli 2017 Limerick Lane Zinfandel (Russian River Valley),$56, California,92, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2017,AldenAlli
19,15.6%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Light in the glass, this is a fresh and zesty style of Zinfandel, showing strawberry, fennel and light garden herbs on the nose. The lovely palate is also fresh with tart red-plum and raspberry flavors, filled in by baking spices and dried herbs. The higher alcohol is not apparent at all.                      Matt Kettmann ",,Allan Hancock 2019 Zinfandel (Paso Robles),$15, California,92, Central Coast,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2019,Allan Hancock
20,15%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      This reserve bottling, which is a one-third-each blend from Dante Dusi, Jardine and Paper Street vineyards, is bold on all fronts. Jammy aromas of blackberry and black cherry meet with loads of clove and fudge on the nose. The palate is thick in texture, offering undulating waves of rich and ripe black-currant jam, Christmas-spice and orange-peel flavors.                      Matt Kettmann ",Reserve,Glunz 2018 Reserve Zinfandel (Paso Robles),$38, California,91, Central Coast,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2018,Glunz
21,15.2%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Thick and dark in brooding black fruit and ample oak, this grippy, youthful wine is spicy in root beer and black pepper. Fig and a touch of earthy underbrush add to the complex mix.                      Virginie Boone ",Teldeschi Ancient Vine,David Clinton 2017 Teldeschi Ancient Vine Zinfandel (Dry Creek Valley),$32, California,91, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2017,David Clinton
22,15.1%,"Howell Mountain, Napa, California, US",750 ml,Red, US,7/1/2021,"
                      Thickly concentrated in mountain fruit, this is made from a good portion of 100-year-old vines. Black peppercorn, tannin, dried herb and mineral combine to make a forceful punch of earthy blackberry, plum and nutmeg.                      Virginie Boone ",Gary's Improv,Clif Family 2017 Gary's Improv Zinfandel (Howell Mountain),$45, California,90, Napa,Howell Mountain,Not rated yet [Add Your Review],Zinfandel,2017,Clif Family
23,15.4%,"Arroyo Grande Valley, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Earthy aromas of desert scrub brush, dark cherry, anise and clove show on the nose of this bottling. Those dry earth herbs pick up a tobacco tone on the palate, which also offers fennel-frond, red-cherry and menthol flavors.                      Matt Kettmann ",,Pianetta 2018 Zinfandel (Arroyo Grande Valley),$38, California,90, Central Coast,Arroyo Grande Valley,Not rated yet [Add Your Review],Zinfandel,2018,Pianetta
24,12.4%,"Madera, Central Valley, California, US",750 ml,Red, US,7/1/2021,"
                      This light-colored, well-balanced, almost delicate wine goes against the norms of Zinfandel, offering light raspberry and red-cherry flavors, a nice tang of acidity and subtle tannins. It's easy to enjoy its elegance.                      Jim Gordon ",Estate Bottled Unfined & Unfiltered,Toca Madera 2017 Estate Bottled Unfined & Unfiltered Zinfandel (Madera),$26, California,90, Central Valley,Madera,Not rated yet [Add Your Review],Zinfandel,2017,Toca Madera
25,15.4%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Black licorice, candied blackberry and toasted oak highlight the concentrated intensity of this rich and vicious wine from the historic estate. Smoked meat and coffee characteristics round out the finish.                      Virginie Boone ",Mounts Vineyard Old Vine,David Clinton 2017 Mounts Vineyard Old Vine Zinfandel (Dry Creek Valley),$30, California,90, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2017,David Clinton
26,14.1%,"Lake County, California, US",750 ml,Red, US,7/1/2021,"
                      This wine shows a very fresh, potent, smoky-spicy profile that's nicely backed by ripe fruit. Elements of charred herbs and black pepper accompany plump strawberry and plum notes that capture the attention. Winemaker Pietro Buttitta blended in 7% Aglianico and 7% Petite Sirah grapes.                      Jim Gordon ",,Prima Materia NV Zinfandel,$25, California,90,Lake County,,Not rated yet [Add Your Review],Zinfandel,,Prima Materia
27,14.9%,"Lodi, Central Valley, California, US",750 ml,Red, US,7/1/2021,"
                      This fresh-tasting, fruity wine is jam-packed with strawberries, blackberries and hints of vanilla on a broad, smooth texture. It is generous, not too full bodied and simply easy to appreciate for its exuberance.                      Jim Gordon ",Old Vine,Gen5 2018 Old Vine Zinfandel (Lodi),$11, California,88, Central Valley,Lodi,Not rated yet [Add Your Review],Zinfandel,2018,Gen5
28,14.5%,"Shenandoah Valley (CA), Sierra Foothills, California, US",750 ml,Red, US,5/1/2021,"
                      Classic aromas of wild berries and chaparral meet very ripe, indulgent fruit flavors in this full-bodied but supple and polished wine. This stand-out from one of Amador's top-quality producers was fermented with native yeast and aged in neutral oak barrels.                      Jim Gordon ",The Native,Amador Cellars 2018 The Native Zinfandel (Shenandoah Valley (CA)),$35, California,94, Sierra Foothills,Shenandoah Valley (CA),Not rated yet [Add Your Review],Zinfandel,2018,Amador Cellars
29,14.8%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,5/1/2021,"
                      This 100% varietal wine is dry-farmed and organically grown. The results are undeniably good—a mix of juicy blackberry and cherry that is exuberantly fresh and soft in tannin and well-integrated oak. Complex, it slowly unwinds to show baking-spice and lavender elements that intrigue.                      Virginie Boone ",Pillsbury Vineyard,Quivira 2018 Pillsbury Vineyard Zinfandel (Dry Creek Valley),$50, California,94, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2018,Quivira
30,15.8%,"Shenandoah Valley (CA), Sierra Foothills, California, US",750 ml,Red, US,5/1/2021,"
                      Wonderful complexity is this full-bodied wine's strong point, from aromas of wild berries, sage, dried meat and tobacco to mouthfilling flavors of raspberry, strawberry and mint. Full body and light tannins form a structure that nicely supports the cornucopia of flavors.                      Jim Gordon ",Estate,Amador Cellars 2018 Estate Zinfandel (Shenandoah Valley (CA)),$28, California,93, Sierra Foothills,Shenandoah Valley (CA),Not rated yet [Add Your Review],Zinfandel,2018,Amador Cellars
31,15.8%,"Lake County, Lake County, California, US",750 ml,Red, US,5/1/2021,"
                      This flavorful, full-bodied wine wraps bold blackberry and blueberry flavors in rich tannins for a creamy, mouthfilling texture. Hints of black pepper and woodsmoke add layers of complexity that play back and forth on the palate and create a lingering finish.                      Jim Gordon ",Two Bud Block Reserve,Shannon Ridge 2017 Two Bud Block Reserve Zinfandel (Lake County),$32, California,93, Lake County,Lake County,Not rated yet [Add Your Review],Zinfandel,2017,Shannon Ridge
32,14.8%,"Red Hills, Lake County, California, US",750 ml,Red, US,5/1/2021,"
                      Full bodied and snuggly wrapped in velvety tannins, this wine sports black-pepper aromas and vivid cranberry and blackberry flavors that will need an extra-rich dish for a good pairing, or some time in the cellar to soften the tannins. Best from 2025.                      Jim Gordon ",,Peter Franus 2018 Zinfandel (Red Hills),$30, California,93, Lake County,Red Hills,Not rated yet [Add Your Review],Zinfandel,2018,Peter Franus
33,15%,"Mokelumne River, Central Valley, California, US",750 ml,Red, US,5/1/2021,"
                      This quietly complex wine goes deep into subtle blackberry, fig and coffee flavors, while rich, fine-grained tannins add just enough structure for good balance. Nicely integrated hints of vanilla, cinnamon and mocha come out with more sipping, and the finish lingers.                      Jim Gordon ",Soucie Vineyard Old Vine,M2 2018 Soucie Vineyard Old Vine Zinfandel (Mokelumne River),$32, California,93, Central Valley,Mokelumne River,Not rated yet [Add Your Review],Zinfandel,2018,M2
34,15.1%,"Mendocino County, Mendocino County, California, US",750 ml,Red, US,5/1/2021,"
                      Wonderful fruit complexity, a full body and a velvety texture add up to a lot of enjoyment in this concentrated, layered release. Blackberry, dried plum, blueberry and a hint of espresso make an enticing combination while moderate tannins support them well.                      Jim Gordon ",Giannecchini Family Vineyard Old Vine,Shannon Ridge 2018 Giannecchini Family Vineyard Old Vine Zinfandel (Mendocino County),$45, California,93, Mendocino County,Mendocino County,Not rated yet [Add Your Review],Zinfandel,2018,Shannon Ridge
35,14.5%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,5/1/2021,"
                      Juicy and broad in pomegranate, blood orange and blackberry, this wine also offers tremendously appealing and complex seasonings of dried herb and black pepper. Balanced by underlying acidity, it shows the intensity and intellectual satisfaction of old vines.                      Virginie Boone ",Old Vine,Dry Creek Vineyard 2018 Old Vine Zinfandel (Dry Creek Valley),$38, California,92, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2018,Dry Creek Vineyard
36,15.9%,"Mendocino, Mendocino County, California, US",750 ml,Red, US,5/1/2021,"
                      Intricate, complex fruit flavors and a good, firm texture make this full-bodied and moderately tannic wine delicious and well-suited for food pairings. Aromas of raspberries and cranberries meet deeper blackberry flavors shaded by black pepper and mint.                      Jim Gordon ",Old Vine,Testa Vineyards 2016 Old Vine Zinfandel (Mendocino),$40, California,92, Mendocino County,Mendocino,Not rated yet [Add Your Review],Zinfandel,2016,Testa Vineyards
37,14.3%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,5/1/2021,"
                      Very concentrated flavors and hefty tannins give this full-bodied wine a robust profile to match the most savory braise or risotto. Deep blackberry, black fig and late-picked plum coat the palate with richness.                      Jim Gordon ",Estate,Mathew Gibson 2015 Estate Primitivo (Sierra Foothills),$34, California,92, Sierra Foothills,Sierra Foothills,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2015,Mathew Gibson
38,15.5%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,5/1/2021,"
                      This bold red is in fact a field blend with 12% mixed blacks within: a combo of Alicante Bouschet, Carignan and Petite Sirah. Savory in pepper, leather and oak, it is both complex and concentrated with enduring structure. The vineyard dates back to 1879.                      Virginie Boone ",Estate Grown Heins Block,Beltane Ranch 2018 Estate Grown Heins Block Zinfandel (Sonoma Valley),$56, California,92, Sonoma,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2018,Beltane Ranch
39,15.8%,"Shenandoah Valley (CA), Sierra Foothills, California, US",750 ml,Red, US,5/1/2021,"
                      This brawny but well-behaved wine offers superripe flavors of blackberry jam and black raisins drenched in fine-grained tannins on an extremely full body. Great concentration and saturation give it a rich palate and lingering finish.                      Jim Gordon ",Family Reserve,Amador Cellars 2017 Family Reserve Zinfandel (Shenandoah Valley (CA)),$45, California,92, Sierra Foothills,Shenandoah Valley (CA),Not rated yet [Add Your Review],Zinfandel,2017,Amador Cellars
40,15%,"Santa Margarita Ranch, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Baked blackberry aromas provide intense density on the nose of this bottling, with accents of fennel frond and cola adding nuance. The palate combines baked earth and sagebrush flavors with black currant and blackberry, with just enough tension holding it together.                      Matt Kettmann ",,Ancient Peaks 2018 Zinfandel (Santa Margarita Ranch),$20, California,91, Central Coast,Santa Margarita Ranch,Not rated yet [Add Your Review],Zinfandel,2018,Ancient Peaks
41,14.5%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,5/1/2021,"
                      Pure, jammy, palate-pleasing flavors of raspberries, black cherries and strawberries light up this full-bodied wine. A nip of tannin helps firm the texture as the fruitiness floods the mouth and extends into the finish.                      Jim Gordon ",,Terra d'Oro 2018 Zinfandel (Amador County),$18, California,91, Sierra Foothills,Amador County,Not rated yet [Add Your Review],Zinfandel,2018,Terra d'Oro
42,14.5%,"North Coast, North Coast, California, US",750 ml,Red, US,5/1/2021,"
                      This well-balanced, flavorful and firmly textured wine will be a great mealtime pour, bringing grippy tannins and deep blackberry and plum flavors to the table. Best through 2025.                      Jim Gordon ",,The Winery SF 2016 Zinfandel (North Coast),$27, California,90, North Coast,North Coast,Not rated yet [Add Your Review],Zinfandel,2016,The Winery SF
43,13.8%,"Rockpile, Sonoma, California, US",750 ml,Red, US,5/1/2021,"
                      With a delicate frame and understated ripeness, this red is framed in black licorice and black cherry, with a lightness of baking spice and black pepper. The oak is quietly interwoven to provide weight and structure.                      Virginie Boone ",,Paradise Ridge 2018 Zinfandel (Rockpile),$45, California,90, Sonoma,Rockpile,Not rated yet [Add Your Review],Zinfandel,2018,Paradise Ridge
44,14.6%,"Redwood Valley, Mendocino County, California, US",750 ml,Red, US,5/1/2021,"
                      This impressive, firmly structured wine holds luscious black-pepper, blackberry, rhubarb and toasted oak flavors firmly with significant tannins and a full body. Best after 2023.                      Jim Gordon ",Kazmet Vineyard,Handley 2016 Kazmet Vineyard Zinfandel (Redwood Valley),$28, California,90, Mendocino County,Redwood Valley,Not rated yet [Add Your Review],Zinfandel,2016,Handley
45,15.2%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,5/1/2021,"
                      Thick, muscular and concentrated, this soft, richly layered red is a study in jammy cherry and berry, lavender and black pepper. The oak is prominent and supportive, adding notes of vanilla and toast.                      Virginie Boone ",,Kokomo 2018 Zinfandel (Dry Creek Valley),$28, California,90, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2018,Kokomo
46,16.7%,"Temecula Valley, South Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Baked red-cherry and strawberry aromas meet with Christmas spices of nutmeg and cardamom on the nose of this bottling. The sip lands with ripe and roasted fruit flavors, but they are quickly cut by savory tobacco leaf, baking spice and decent acidity.                      Matt Kettmann ",Tank 15,Wilson Creek 2018 Tank 15 Zinfandel (Temecula Valley),$55, California,90, South Coast,Temecula Valley,Not rated yet [Add Your Review],Zinfandel,2018,Wilson Creek
47,14.3%,"Lake County, Lake County, California, US",750 ml,Red, US,5/1/2021,"
                      Ripe and jammy aromas lead to expressive, fresh blackberry and raspberry flavors in this full-bodied but not very tannic wine. It tastes generous, mouthfilling and fruity without getting heavy.                      Jim Gordon ",,Sottomarino 2016 Primitivo (Lake County),$29, California,89, Lake County,Lake County,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2016,Sottomarino
48,14.3%,"Lake County, Lake County, California, US",750 ml,Red, US,5/1/2021,"
                      Ripe and jammy aromas lead to expressive, fresh blackberry and raspberry flavors in this full-bodied but not very tannic wine. It tastes generous, mouthfilling and fruity without getting heavy.                      Jim Gordon ",,Sottomarino 2016 Primitivo (Lake County),$29, California,89, Lake County,Lake County,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2016,Sottomarino
49,14.7%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      Pomegranate, red plum, anise and cardamom aromas lead to full-bodied, rich, almost creamy feeling flavors. It doesn't have the tart snap that often ties this variety together, but there's plenty to enjoy.                      Sean P. Sullivan ",Red Heaven Vineyard,Liberty Lake 2018 Red Heaven Vineyard Zinfandel (Red Mountain),$45, Washington,89, Columbia Valley,Red Mountain,Not rated yet [Add Your Review],Zinfandel,2018,Liberty Lake
50,13.9%,"San Antonio Valley, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Lighter in the glass than many Zins, this bottling takes an earthy approach to the grape, with aromas of gravel, baked brick and tart red fruits most apparent. The palate is very mellow in light red-currant and pepper flavors, relying more on the tense texture.                      Matt Kettmann ",Johnson Family Vineyard,Absolution 2018 Johnson Family Vineyard Zinfandel (San Antonio Valley),$35, California,88, Central Coast,San Antonio Valley,Not rated yet [Add Your Review],Zinfandel,2018,Absolution
51,15.3%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,5/1/2021,"
                      Aromas of fresh black fruit and toasted oak meet dashes of black pepper, vanilla and woodsmoke in this sturdy, full-bodied but lightly tannic wine.                      Jim Gordon ",Clockspring,Iron Hub 2017 Clockspring Zinfandel (Amador County),$34, California,88, Sierra Foothills,Amador County,Not rated yet [Add Your Review],Zinfandel,2017,Iron Hub
52,15.3%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,5/1/2021,"
                      Plummy and tasting of Port-like dried fruit, this big, jammy wine is intensely ripe and concentrated, with a softness to the tannin structure.                      Virginie Boone ",,Jigar 2017 Zinfandel (Dry Creek Valley),$32, California,88, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2017,Jigar
53,15.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Ripe aromas of caramel, butterscotch and light pepper show a ton of oak influence on the nose of this bottling. It lands softly on the palate with lush, caramel-soaked flavors of baked strawberry. It's perfect for oak lovers.                      Matt Kettmann ",Summit Creek,Opolo 2019 Summit Creek Zinfandel (Paso Robles),$19, California,88, Central Coast,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2019,Opolo
54,14.3%,"North Coast, North Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Very fruity, jammy flavors give this medium-bodied wine a sense of sweetness as its ample raspberry and blackberry flavors are carried on a soft, smooth texture.                      Jim Gordon ",,Lapis Luna 2019 Zinfandel (North Coast),$13, California,87, North Coast,North Coast,Not rated yet [Add Your Review],Zinfandel,2019,Lapis Luna
55,16%,"Temecula Valley, South Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Black-cherry paste, roasted fig, fruitcake, nutmeg and licorice aromas make for a very spicy and ripe nose on this bottling. The palate shows more of a prune flavor, elevated by root-beer spices.                      Matt Kettmann ",Reserve,Wilson Creek 2016 Reserve Zinfandel (Temecula Valley),$55, California,87, South Coast,Temecula Valley,Not rated yet [Add Your Review],Zinfandel,2016,Wilson Creek
56,14.1%,"Lodi, Central Valley, California, US",750 ml,Red, US,5/1/2021,"
                      This is a good, full-bodied wine that combines fresh berry flavors with sweet-seeming maple and toasted oak flavors.                      Jim Gordon ",,The Specialyst 2018 Zinfandel (Lodi),$18, California,86, Central Valley,Lodi,Not rated yet [Add Your Review],Zinfandel,2018,The Specialyst
57,14.9%,"Contra Costa County, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      An unusual, smoky, flinty initial aroma is followed by black-olive, black-pepper and wood-char flavors in this full-bodied wine.                      Jim Gordon ",Estate,Campos Family Vineyards 2018 Estate Zinfandel (Contra Costa County),$18, California,84, Central Coast,Contra Costa County,Not rated yet [Add Your Review],Zinfandel,2018,Campos Family Vineyards
